Timestamp,nvts
2019-09-29 08:56:58,8.00152994579254
2019-09-29 14:55:48,7.9235504984997
2019-09-29 20:37:20,7.89024873741444
2019-09-30 02:51:52,7.9792351583985
2019-09-30 09:13:13,7.84633769256867
2019-09-30 15:08:45,8.1997638117544
2019-09-30 22:34:27,8.249294267852
2019-10-01 04:35:23,8.43096357215381
2019-10-01 10:21:52,8.35054371008587
2019-10-01 16:17:30,8.40992145936488
2019-10-01 21:29:24,8.40519200075279
2019-10-02 04:02:29,8.31731887453213
2019-10-02 09:11:15,8.30904844528945
2019-10-02 13:51:23,8.29575456269586
2019-10-02 21:05:31,8.30418683467794
2019-10-03 02:32:58,8.42182432642951
2019-10-03 07:36:42,8.36741856602819
2019-10-03 14:58:28,8.33230659436673
2019-10-03 19:33:07,8.25817961708932
2019-10-04 01:07:55,8.2543758325102
2019-10-04 08:05:20,8.27922154495805
2019-10-04 14:03:28,8.3112430962532
2019-10-04 19:39:43,8.33358988827898
2019-10-05 00:11:12,8.30383724629168
2019-10-05 05:06:00,8.28896765313747
2019-10-05 09:40:25,8.25474897715251
2019-10-05 15:23:16,8.20024813983713
2019-10-05 21:14:13,8.26069316968847
2019-10-06 02:53:55,8.2373774879695
2019-10-06 09:43:41,8.06662173713686
2019-10-06 15:05:13,8.11136471050252
2019-10-06 20:46:51,8.10689988302054
2019-10-07 02:21:12,8.06553720208611
2019-10-07 07:28:02,8.11394728003557
2019-10-07 12:43:27,8.31326262975404
2019-10-07 17:45:48,8.61780140474992
2019-10-07 23:42:20,8.64712147393727
2019-10-08 04:43:05,8.71244280310768
2019-10-08 10:44:22,8.64239221727423
2019-10-08 15:03:30,8.68408131792997
2019-10-08 20:01:58,8.67584851196915
2019-10-09 00:55:47,8.71681380284996
2019-10-09 07:21:00,8.70968604430932
2019-10-09 15:16:06,9.07557520615812
2019-10-09 21:21:41,9.26833933781475
2019-10-10 03:22:47,9.28792629826703
2019-10-10 08:32:34,9.39156676760447
2019-10-10 14:08:35,9.29564444612168
2019-10-10 18:46:26,9.34816585007439
2019-10-10 23:03:30,9.4454276206169
2019-10-11 03:21:01,9.41752289341671
2019-10-11 09:00:47,9.24208955007999
2019-10-11 14:25:17,9.25118672284488
2019-10-11 21:33:41,9.25281643849613
2019-10-12 02:19:11,9.24852877176388
2019-10-12 09:03:11,9.30197590416878
2019-10-12 15:07:51,9.37001578528416
2019-10-12 21:20:56,9.3325480198497
2019-10-13 03:00:39,9.35294981569672
2019-10-13 08:16:37,9.36142636938821
2019-10-13 13:01:29,9.47583157396725
2019-10-13 19:30:20,9.51358625660752
2019-10-14 03:53:41,9.38449285407486
2019-10-14 10:01:41,9.42776987768348
2019-10-14 16:30:22,9.40995785543399
2019-10-14 23:34:14,9.55444684432934
2019-10-15 04:30:59,9.55383185444159
2019-10-15 09:28:01,9.5442839538257
2019-10-15 14:48:52,9.57857871259252
2019-10-15 20:58:19,9.44645959216074
2019-10-16 02:52:32,9.46048741152207
2019-10-16 10:53:37,9.48876075282055
2019-10-16 16:20:34,9.29999894844724
2019-10-16 21:50:57,9.40490841672841
2019-10-17 01:58:31,9.42930053157452
2019-10-17 07:17:51,9.4611812986035
2019-10-17 14:52:38,9.58723011546756
2019-10-17 19:55:16,9.62225785558193
2019-10-18 01:09:43,9.64656095419869
2019-10-18 05:45:52,9.63739130916453
2019-10-18 10:32:00,9.43772689216599
2019-10-18 16:50:27,9.46674415541337
2019-10-18 21:56:12,9.49679756733269
