Timestamp,utxo-count
2020-08-31 20:37:52,67764157
2020-08-31 21:12:02,67769954
2020-08-31 21:37:07,67771043
2020-08-31 22:48:20,67779618
2020-08-31 23:41:32,67788288
2020-09-01 00:25:11,67793486
2020-09-01 00:44:48,67795486
2020-09-01 01:10:47,67796789
2020-09-01 02:19:27,67806009
2020-09-01 02:39:34,67808892
2020-09-01 03:04:22,67819353
2020-09-01 03:45:00,67822347
2020-09-01 03:52:23,67819857
2020-09-01 04:08:06,67815835
2020-09-01 04:40:19,67817576
2020-09-01 05:05:55,67812288
2020-09-01 05:37:02,67814518
2020-09-01 05:58:26,67813632
2020-09-01 06:26:21,67811403
2020-09-01 06:56:03,67813949
2020-09-01 07:17:26,67815305
2020-09-01 08:04:57,67818526
2020-09-01 08:50:03,67822444
2020-09-01 09:29:13,67825448
2020-09-01 09:52:49,67825293
2020-09-01 10:10:42,67823391
2020-09-01 10:28:53,67823753
2020-09-01 10:39:26,67819363
2020-09-01 11:25:05,67821300
2020-09-01 11:38:23,67821753
2020-09-01 12:03:32,67821691
2020-09-01 12:20:29,67823021
2020-09-01 13:31:37,67826081
2020-09-01 14:26:44,67836529
2020-09-01 14:41:43,67845027
2020-09-01 15:32:10,67853120
2020-09-01 15:57:53,67859277
2020-09-01 16:36:40,67869489
2020-09-01 16:40:23,67869867
2020-09-01 16:48:29,67868099
2020-09-01 17:04:42,67870536
2020-09-01 17:28:07,67874054
2020-09-01 17:41:44,67875353
2020-09-01 17:59:37,67878873
2020-09-01 18:36:24,67883034
2020-09-01 19:06:56,67888136
2020-09-01 19:21:23,67892234
2020-09-01 19:45:31,67898002
2020-09-01 20:10:03,67899766
2020-09-01 20:22:28,67902209
2020-09-01 20:49:08,67906932
2020-09-01 21:16:15,67910902
2020-09-01 22:01:51,67917487
2020-09-01 22:25:36,67920731
2020-09-01 23:20:06,67925696
2020-09-01 23:31:38,67928052
2020-09-01 23:48:36,67930369
2020-09-02 00:04:29,67925429
2020-09-02 00:44:19,67927980
2020-09-02 01:10:01,67928945
2020-09-02 01:18:57,67916052
2020-09-02 01:52:29,67915294
2020-09-02 02:40:21,67917315
2020-09-02 03:04:31,67919251
2020-09-02 03:20:59,67926001
2020-09-02 03:36:34,67917905
2020-09-02 04:06:39,67918238
2020-09-02 04:50:28,67919047
2020-09-02 05:15:46,67911957
2020-09-02 06:14:59,67916144
2020-09-02 06:29:02,67909728
2020-09-02 07:15:30,67906344
2020-09-02 07:35:29,67901042
2020-09-02 07:49:17,67898148
2020-09-02 08:02:48,67891353
2020-09-02 08:25:09,67889708
2020-09-02 08:42:06,67883255
2020-09-02 09:40:22,67885828
2020-09-02 11:01:40,67893534
2020-09-02 11:16:35,67897721
2020-09-02 11:28:09,67899544
2020-09-02 12:26:26,67907443
2020-09-02 13:03:03,67913269
2020-09-02 13:32:27,67912892
2020-09-02 14:05:11,67918788
2020-09-02 14:21:31,67918688
2020-09-02 15:13:56,67930592
2020-09-02 15:53:57,67935700
2020-09-02 16:16:07,67937930
2020-09-02 16:56:36,67935544
2020-09-02 18:12:14,67949213
2020-09-02 18:29:47,67953426
2020-09-02 18:36:51,67955668
2020-09-02 18:41:55,67946448
2020-09-02 19:05:41,67948461
2020-09-02 19:22:09,67953098
2020-09-02 19:50:57,67957491
2020-09-02 20:03:13,67956841
2020-09-02 20:19:07,67959815
2020-09-02 21:08:41,67971241
2020-09-02 21:29:38,67976649
2020-09-02 22:20:52,67983320
2020-09-02 23:15:07,67995657
2020-09-02 23:42:16,68000146
2020-09-03 00:13:01,68001143
2020-09-03 00:47:02,68004646
2020-09-03 01:42:55,68005794
2020-09-03 02:07:21,68011834
2020-09-03 03:36:28,68022864
2020-09-03 04:23:35,68033987
2020-09-03 04:52:38,68037251
2020-09-03 05:08:38,68037760
2020-09-03 05:42:23,68037979
2020-09-03 06:01:56,68039398
2020-09-03 06:28:26,68040109
2020-09-03 07:13:53,68042392
2020-09-03 07:39:53,68045263
2020-09-03 08:00:14,68044975
2020-09-03 08:43:33,68049461
2020-09-03 09:08:34,68051551
2020-09-03 09:24:38,68049671
2020-09-03 10:21:11,68051460
2020-09-03 10:36:29,68050224
2020-09-03 11:21:05,68054549
2020-09-03 11:38:25,68056900
2020-09-03 12:01:28,68057514
2020-09-03 12:29:48,68058617
2020-09-03 13:12:14,68059655
2020-09-03 13:34:17,68063359
2020-09-03 14:26:44,68073104
2020-09-03 15:10:47,68081819
2020-09-03 16:14:31,68090530
2020-09-03 16:39:20,68094564
2020-09-03 17:10:34,68098238
2020-09-03 17:44:27,68096382
2020-09-03 18:15:23,68099323
2020-09-03 18:54:02,68106269
2020-09-03 19:27:58,68110358
2020-09-03 19:57:29,68115865
2020-09-03 20:20:27,68117206
2020-09-03 21:01:06,68122163
2020-09-03 21:17:13,68124763
2020-09-03 21:32:36,68123570
2020-09-03 21:57:49,68128470
2020-09-03 22:25:47,68127433
2020-09-03 22:54:21,68122350
2020-09-03 23:19:03,68127096
2020-09-04 00:09:45,68129723
2020-09-04 00:40:44,68129938
2020-09-04 00:59:43,68131847
2020-09-04 03:20:13,68141145
2020-09-04 03:54:54,68148825
2020-09-04 04:06:56,68146094
2020-09-04 04:20:45,68139409
2020-09-04 04:28:59,68141973
2020-09-04 04:47:27,68139854
2020-09-04 05:22:17,68140080
2020-09-04 05:49:16,68138979
2020-09-04 05:53:42,68139816
2020-09-04 06:43:24,68139017
2020-09-04 07:25:00,68139378
2020-09-04 07:30:59,68140256
2020-09-04 08:01:12,68143342
2020-09-04 08:29:34,68140491
2020-09-04 08:58:41,68139099
2020-09-04 09:13:28,68140031
2020-09-04 09:40:15,68142079
2020-09-04 09:47:05,68128026
2020-09-04 10:09:46,68121309
2020-09-04 10:48:38,68123784
2020-09-04 11:12:34,68124162
2020-09-04 11:51:52,68131633
2020-09-04 12:27:05,68132932
2020-09-04 12:57:22,68133521
2020-09-04 13:15:15,68134963
2020-09-04 13:42:23,68142456
2020-09-04 14:06:56,68143866
2020-09-04 14:38:18,68147250
2020-09-04 15:33:02,68154267
2020-09-04 16:05:45,68160799
2020-09-04 16:47:27,68162829
2020-09-04 17:29:16,68168691
2020-09-04 18:01:37,68172225
2020-09-04 18:34:29,68173118
2020-09-04 19:51:46,68187088
2020-09-04 20:48:01,68198261
2020-09-04 20:57:43,68191786
2020-09-04 21:21:12,68187330
2020-09-04 22:09:39,68190141
2020-09-04 22:21:59,68188241
2020-09-04 23:16:41,68195730
2020-09-04 23:40:51,68197908
2020-09-05 00:09:32,68200941
2020-09-05 00:53:54,68209247
2020-09-05 01:44:13,68217951
2020-09-05 01:58:34,68220078
2020-09-05 02:16:28,68218169
2020-09-05 02:59:43,68230164
2020-09-05 03:47:46,68235836
2020-09-05 04:17:37,68238895
2020-09-05 04:49:49,68239788
2020-09-05 05:19:54,68238914
2020-09-05 06:07:03,68242661
2020-09-05 08:05:05,68250099
2020-09-05 08:24:26,68257908
2020-09-05 08:38:54,68256654
2020-09-05 08:52:59,68252628
2020-09-05 09:07:16,68250799
2020-09-05 09:22:51,68248424
2020-09-05 10:01:23,68245752
2020-09-05 10:18:43,68243443
2020-09-05 10:28:30,68233899
2020-09-05 10:39:52,68231748
2020-09-05 11:04:08,68232322
2020-09-05 11:24:50,68230474
2020-09-05 11:52:26,68232786
2020-09-05 12:36:15,68232982
2020-09-05 12:51:07,68232038
2020-09-05 13:28:38,68237635
2020-09-05 14:01:52,68241031
2020-09-05 14:24:17,68240411
2020-09-05 15:04:05,68245762
2020-09-05 15:44:37,68250657
2020-09-05 16:22:28,68250144
2020-09-05 16:59:42,68251689
2020-09-05 17:13:30,68250502
2020-09-05 17:42:44,68251284
2020-09-05 18:27:48,68257844
2020-09-05 18:40:05,68257489
2020-09-05 18:51:06,68254736
2020-09-05 19:54:29,68263475
2020-09-05 20:38:43,68267958
2020-09-05 21:18:59,68270015
2020-09-05 21:32:54,68269874
2020-09-05 21:53:04,68282714
2020-09-05 22:19:50,68280688
2020-09-05 22:33:20,68275345
2020-09-05 23:13:57,68274859
2020-09-05 23:50:42,68273783
2020-09-06 00:56:35,68279868
2020-09-06 01:23:46,68279363
2020-09-06 01:46:26,68267961
2020-09-06 02:47:49,68268059
2020-09-06 03:11:32,68269756
2020-09-06 03:41:07,68269085
2020-09-06 04:15:27,68266784
2020-09-06 04:50:53,68261635
2020-09-06 05:04:36,68239974
2020-09-06 05:30:15,68232226
2020-09-06 05:58:43,68225165
2020-09-06 06:24:25,68215353
2020-09-06 06:44:12,68201349
2020-09-06 07:25:33,68193479
2020-09-06 07:59:19,68192047
2020-09-06 08:17:11,68185094
2020-09-06 09:02:48,68185890
2020-09-06 09:20:02,68178367
2020-09-06 09:33:10,68164078
2020-09-06 09:52:10,68154443
2020-09-06 10:08:25,68142284
2020-09-06 10:35:36,68132719
2020-09-06 10:59:31,68122896
2020-09-06 11:19:51,68106810
2020-09-06 11:28:18,68088189
2020-09-06 11:51:02,68077414
2020-09-06 12:15:55,68068014
2020-09-06 12:25:17,68051090
2020-09-06 12:54:00,68043327
2020-09-06 13:07:29,68036200
2020-09-06 13:29:10,68031964
2020-09-06 13:37:08,68017022
2020-09-06 14:05:46,68010285
2020-09-06 15:01:19,68017886
2020-09-06 15:12:56,68010306
2020-09-06 15:40:42,68007146
2020-09-06 16:30:35,68007473
2020-09-06 16:54:05,68008347
2020-09-06 17:37:53,68015246
2020-09-06 18:15:13,68018298
2020-09-06 18:35:00,68018337
2020-09-06 19:06:31,68018863
2020-09-06 19:38:40,68018553
2020-09-06 21:06:02,68024303
2020-09-06 21:19:10,68028296
2020-09-06 21:40:13,68030737
2020-09-06 22:10:29,68029583
2020-09-06 22:39:49,68015750
2020-09-06 23:28:02,68016612
2020-09-07 00:02:59,68005788
2020-09-07 00:27:45,67997056
2020-09-07 01:08:14,67996740
2020-09-07 01:47:40,67996862
2020-09-07 02:37:41,68003042
2020-09-07 03:50:16,68010503
2020-09-07 04:00:03,67998071
2020-09-07 04:20:35,67986972
2020-09-07 04:52:31,67976860
2020-09-07 05:26:37,67970650
2020-09-07 05:45:23,67962933
2020-09-07 06:21:57,67956985
2020-09-07 07:00:14,67954713
2020-09-07 07:25:25,67954049
2020-09-07 07:50:18,67946121
2020-09-07 08:12:10,67943737
2020-09-07 08:29:52,67937850
2020-09-07 08:49:52,67930296
2020-09-07 09:35:17,67927288
2020-09-07 10:15:01,67927078
2020-09-07 10:25:16,67925298
2020-09-07 10:37:05,67913044
2020-09-07 10:47:49,67894456
2020-09-07 11:14:22,67893360
2020-09-07 11:28:22,67885299
2020-09-07 11:49:29,67878137
2020-09-07 12:11:33,67871152
2020-09-07 12:48:40,67872743
2020-09-07 13:09:49,67871429
2020-09-07 13:15:39,67865250
2020-09-07 13:38:53,67864054
2020-09-07 14:10:29,67864516
2020-09-07 14:43:22,67865163
2020-09-07 14:58:34,67865802
2020-09-07 15:24:57,67871123
2020-09-07 15:29:12,67861989
2020-09-07 15:57:11,67866980
2020-09-07 16:20:20,67867010
2020-09-07 17:03:28,67871559
2020-09-07 17:13:55,67869332
2020-09-07 17:22:45,67855275
2020-09-07 17:49:27,67853878
2020-09-07 17:52:01,67841289
2020-09-07 18:14:43,67835583
2020-09-07 18:39:25,67831356
2020-09-07 19:01:12,67826577
2020-09-07 19:27:16,67826659
2020-09-07 19:32:10,67817821
2020-09-07 19:39:34,67816854
2020-09-07 19:57:12,67818326
2020-09-07 20:18:10,67817733
2020-09-07 20:51:33,67817616
2020-09-07 21:07:14,67813739
2020-09-07 21:39:59,67815201
2020-09-07 21:59:58,67815364
2020-09-07 22:29:30,67815562
2020-09-07 22:41:27,67815770
2020-09-07 23:50:27,67823312
2020-09-08 00:11:18,67821043
2020-09-08 00:42:35,67818705
2020-09-08 01:16:36,67821792
2020-09-08 01:26:36,67822624
2020-09-08 01:46:37,67824338
2020-09-08 02:14:04,67828257
2020-09-08 03:04:21,67836866
2020-09-08 04:03:45,67842749
2020-09-08 04:26:58,67842046
2020-09-08 04:42:30,67838679
2020-09-08 05:08:30,67827403
2020-09-08 05:34:59,67826121
2020-09-08 06:20:39,67828420
2020-09-08 06:56:13,67826457
2020-09-08 07:27:41,67822702
2020-09-08 07:42:25,67817377
2020-09-08 07:51:49,67813232
2020-09-08 08:33:59,67818081
2020-09-08 09:00:13,67817726
2020-09-08 09:12:36,67812283
2020-09-08 10:05:13,67816353
2020-09-08 10:35:09,67816551
2020-09-08 11:14:37,67821894
2020-09-08 11:53:11,67825886
2020-09-08 12:15:51,67824724
2020-09-08 12:35:01,67824859
2020-09-08 13:18:11,67830279
2020-09-08 13:46:36,67833732
2020-09-08 13:57:55,67835631
2020-09-08 14:02:50,67828723
2020-09-08 14:36:36,67836782
2020-09-08 14:58:21,67840298
2020-09-08 15:32:25,67843431
2020-09-08 15:47:51,67840916
2020-09-08 15:57:28,67835901
2020-09-08 16:42:30,67841123
2020-09-08 16:52:42,67845946
2020-09-08 17:21:36,67850837
2020-09-08 17:58:01,67857948
2020-09-08 18:13:21,67857205
2020-09-08 18:19:06,67844561
2020-09-08 18:25:18,67829242
2020-09-08 19:08:09,67837020
2020-09-08 19:37:09,67841746
2020-09-08 20:32:35,67850522
2020-09-08 21:12:42,67856611
2020-09-08 21:31:53,67858831
2020-09-08 21:48:12,67860906
2020-09-08 22:07:42,67861657
2020-09-08 22:30:19,67856469
2020-09-08 23:02:38,67857487
2020-09-08 23:44:03,67860080
2020-09-09 00:07:21,67853431
2020-09-09 00:22:48,67843241
2020-09-09 01:01:17,67842947
2020-09-09 01:29:00,67845196
2020-09-09 01:57:21,67848488
2020-09-09 02:17:28,67850600
2020-09-09 02:26:03,67849671
2020-09-09 03:16:57,67859390
2020-09-09 03:45:43,67862551
2020-09-09 04:07:06,67861762
2020-09-09 05:07:46,67868121
2020-09-09 05:44:33,67860723
2020-09-09 06:01:18,67851669
2020-09-09 06:32:13,67851552
2020-09-09 06:56:13,67849810
2020-09-09 07:03:09,67849355
2020-09-09 07:14:34,67848505
2020-09-09 07:28:08,67842869
2020-09-09 07:48:13,67833303
2020-09-09 08:28:43,67835078
2020-09-09 09:00:35,67837533
2020-09-09 09:10:54,67826863
2020-09-09 09:37:00,67827768
2020-09-09 10:21:25,67831946
2020-09-09 10:28:46,67830621
2020-09-09 10:39:10,67824369
2020-09-09 10:44:26,67816798
2020-09-09 11:32:28,67823856
2020-09-09 11:53:26,67823424
2020-09-09 12:48:02,67822937
2020-09-09 13:05:47,67829722
2020-09-09 13:20:55,67833037
2020-09-09 13:36:11,67835068
2020-09-09 14:20:37,67835743
2020-09-09 15:11:55,67842477
2020-09-09 15:38:24,67849990
2020-09-09 15:55:58,67853861
2020-09-09 16:49:11,67860622
2020-09-09 17:15:17,67869764
2020-09-09 17:41:57,67878016
2020-09-09 18:01:00,67880490
2020-09-09 19:06:01,67890500
2020-09-09 19:34:46,67897522
2020-09-09 19:45:44,67899591
2020-09-09 20:16:36,67904386
2020-09-09 20:50:13,67911915
2020-09-09 21:35:53,67920438
2020-09-09 21:54:56,67921829
2020-09-09 23:06:42,67933078
2020-09-09 23:49:02,67940477
2020-09-10 00:36:33,67946556
2020-09-10 01:41:34,67955463
2020-09-10 02:44:33,67967859
2020-09-10 02:57:35,67973718
2020-09-10 03:30:09,67974700
2020-09-10 04:23:02,67980637
2020-09-10 05:08:48,67986079
2020-09-10 05:30:22,67984854
2020-09-10 05:38:21,67981155
2020-09-10 05:48:40,67974359
2020-09-10 06:19:32,67969710
2020-09-10 06:56:29,67964589
2020-09-10 07:06:39,67958009
2020-09-10 07:16:27,67950364
2020-09-10 08:09:25,67953651
2020-09-10 08:39:03,67954740
2020-09-10 09:20:12,67958217
2020-09-10 09:45:03,67958472
2020-09-10 10:15:10,67958382
2020-09-10 10:37:51,67957867
2020-09-10 11:10:16,67963286
2020-09-10 11:15:53,67960615
2020-09-10 11:47:35,67960039
2020-09-10 12:15:22,67946569
2020-09-10 12:55:18,67950580
2020-09-10 13:32:54,67956897
2020-09-10 14:39:13,67965261
2020-09-10 15:10:23,67972604
2020-09-10 15:29:28,67975245
2020-09-10 15:58:57,67979317
2020-09-10 16:22:49,67980616
2020-09-10 17:02:08,67987516
2020-09-10 17:13:24,67989281
2020-09-10 17:23:31,67986339
2020-09-10 17:31:15,67988327
2020-09-10 17:42:20,67986875
2020-09-10 18:04:54,67985993
2020-09-10 18:16:58,67984618
2020-09-10 18:26:00,67980490
2020-09-10 18:43:46,67978937
2020-09-10 19:00:19,67973076
2020-09-10 19:19:28,67968548
2020-09-10 19:47:10,67972011
2020-09-10 20:08:15,67966952
2020-09-10 20:33:44,67964994
2020-09-10 21:15:13,67968009
2020-09-10 21:27:09,67965973
2020-09-10 21:45:34,67955729
2020-09-10 22:27:35,67959587
2020-09-10 22:37:48,67948443
2020-09-10 22:47:44,67935270
2020-09-10 23:34:00,67938371
2020-09-11 00:14:24,67939137
2020-09-11 01:25:50,67944071
2020-09-11 02:26:45,67950955
2020-09-11 03:15:46,67957121
2020-09-11 03:48:02,67956969
2020-09-11 04:26:03,67955381
2020-09-11 04:59:45,67957198
2020-09-11 05:28:08,67957481
2020-09-11 06:06:28,67955051
2020-09-11 06:45:49,67950333
2020-09-11 07:20:33,67952848
2020-09-11 07:56:17,67953668
2020-09-11 08:28:15,67952989
2020-09-11 09:03:06,67954813
2020-09-11 09:21:49,67952391
2020-09-11 09:40:39,67951070
2020-09-11 10:17:02,67952348
2020-09-11 10:32:56,67946372
2020-09-11 11:03:46,67946383
2020-09-11 11:30:11,67947935
2020-09-11 11:48:37,67945160
2020-09-11 12:07:36,67942526
2020-09-11 12:24:05,67937972
2020-09-11 12:41:15,67930421
2020-09-11 12:57:43,67921020
2020-09-11 13:11:32,67909135
2020-09-11 13:28:58,67912220
2020-09-11 14:25:25,67918037
2020-09-11 14:49:05,67915630
2020-09-11 15:01:17,67910639
2020-09-11 15:49:47,67920640
2020-09-11 16:20:40,67921443
2020-09-11 16:56:06,67928219
2020-09-11 17:08:27,67934023
2020-09-11 17:51:12,67943080
2020-09-11 18:27:22,67945858
2020-09-11 18:56:22,67951096
2020-09-11 19:31:37,67959568
2020-09-11 20:13:02,67968838
2020-09-11 20:45:08,67975114
2020-09-11 20:53:37,67973647
2020-09-11 21:16:29,67974161
2020-09-11 22:09:50,67983567
2020-09-11 22:33:23,67984884
2020-09-11 23:18:17,67989861
2020-09-11 23:48:34,67992217
2020-09-12 00:08:59,67992251
2020-09-12 00:14:35,67987410
2020-09-12 00:33:39,67975130
2020-09-12 00:48:25,67959631
2020-09-12 01:09:04,67953942
2020-09-12 01:29:57,67943342
2020-09-12 02:00:26,67938147
2020-09-12 02:58:50,67946354
2020-09-12 03:10:28,67934162
2020-09-12 04:14:49,67941698
2020-09-12 04:32:32,67929344
2020-09-12 04:53:38,67915543
2020-09-12 06:00:45,67922541
2020-09-12 06:36:27,67919346
2020-09-12 07:09:57,67920438
2020-09-12 07:22:13,67918422
2020-09-12 07:37:36,67919164
2020-09-12 07:46:05,67917836
2020-09-12 08:27:04,67921068
2020-09-12 08:39:34,67915911
2020-09-12 09:07:19,67915203
2020-09-12 09:15:16,67915627
2020-09-12 09:45:16,67916326
2020-09-12 10:39:44,67915631
2020-09-12 11:03:34,67916574
2020-09-12 11:19:59,67915657
2020-09-12 11:41:38,67911808
2020-09-12 12:15:27,67910741
2020-09-12 12:29:43,67903584
2020-09-12 13:20:11,67908033
2020-09-12 14:08:25,67912084
2020-09-12 14:16:29,67910198
2020-09-12 14:28:35,67908508
2020-09-12 14:54:07,67908399
2020-09-12 15:12:11,67909175
2020-09-12 15:45:57,67913858
2020-09-12 15:57:35,67914707
2020-09-12 16:21:45,67918481
2020-09-12 17:00:43,67924457
2020-09-12 17:22:35,67928320
2020-09-12 17:31:49,67926990
2020-09-12 17:59:52,67928695
2020-09-12 18:24:46,67926763
2020-09-12 18:56:29,67931602
2020-09-12 19:07:42,67930649
2020-09-12 19:22:05,67931842
2020-09-12 19:26:11,67932480
2020-09-12 19:51:50,67934260
2020-09-12 20:10:31,67934415
2020-09-12 20:52:34,67938147
2020-09-12 21:06:46,67937415
2020-09-12 21:34:20,67939081
2020-09-12 21:55:30,67940438
2020-09-12 22:42:02,67944456
2020-09-12 23:21:50,67948675
2020-09-12 23:30:23,67948254
2020-09-13 00:14:03,67952744
2020-09-13 00:40:54,67953168
2020-09-13 01:04:22,67958008
2020-09-13 01:24:03,67958849
2020-09-13 01:45:31,67961257
2020-09-13 02:14:55,67963465
2020-09-13 02:37:39,67966587
2020-09-13 02:47:09,67967262
2020-09-13 03:02:19,67967088
2020-09-13 03:34:10,67973080
2020-09-13 03:47:48,67973439
2020-09-13 04:06:44,67968273
2020-09-13 04:10:29,67967638
2020-09-13 04:21:02,67967822
2020-09-13 04:41:18,67968283
2020-09-13 05:06:14,67968202
2020-09-13 05:51:19,67969598
2020-09-13 06:05:25,67967679
2020-09-13 06:37:05,67968097
2020-09-13 06:54:59,67968330
2020-09-13 07:48:54,67968778
2020-09-13 07:59:58,67967135
2020-09-13 08:41:16,67964226
2020-09-13 08:54:58,67961197
2020-09-13 09:28:21,67959995
2020-09-13 09:48:30,67960181
2020-09-13 10:13:23,67958677
2020-09-13 10:37:50,67958698
2020-09-13 11:17:00,67959088
2020-09-13 12:20:17,67965027
2020-09-13 12:46:59,67961689
2020-09-13 13:01:24,67959634
2020-09-13 13:37:43,67958079
2020-09-13 13:56:13,67960343
2020-09-13 14:11:38,67957534
2020-09-13 14:39:11,67955958
2020-09-13 15:16:57,67957018
2020-09-13 15:36:46,67959675
2020-09-13 16:13:20,67960389
2020-09-13 16:28:46,67961707
2020-09-13 16:46:12,67964801
2020-09-13 17:00:53,67965528
2020-09-13 17:16:06,67968424
2020-09-13 17:28:19,67969136
2020-09-13 17:38:56,67969989
2020-09-13 18:28:23,67973902
2020-09-13 18:44:34,67971563
2020-09-13 19:30:18,67977033
2020-09-13 19:59:23,67968697
2020-09-13 20:56:18,67974307
2020-09-13 21:19:04,67974389
2020-09-13 21:42:10,67970268
2020-09-13 22:10:15,67962463
2020-09-13 23:07:18,67962662
2020-09-14 00:03:36,67962829
2020-09-14 00:21:14,67960632
2020-09-14 00:48:18,67948782
2020-09-14 00:55:50,67937264
2020-09-14 01:09:10,67934831
2020-09-14 01:27:17,67935033
2020-09-14 01:46:20,67932957
2020-09-14 02:04:51,67933808
2020-09-14 02:36:21,67937391
2020-09-14 02:59:55,67937557
2020-09-14 03:10:21,67938481
2020-09-14 03:26:33,67943098
2020-09-14 03:51:35,67945608
2020-09-14 04:27:25,67946276
2020-09-14 04:59:01,67948731
2020-09-14 05:44:20,67952151
2020-09-14 06:09:56,67948263
2020-09-14 06:37:07,67947465
2020-09-14 06:57:35,67942955
2020-09-14 07:32:07,67943567
2020-09-14 07:59:10,67939458
2020-09-14 08:21:34,67938600
2020-09-14 08:47:31,67937896
2020-09-14 09:12:38,67938663
2020-09-14 09:50:36,67939953
2020-09-14 10:15:27,67940232
2020-09-14 10:28:33,67939112
2020-09-14 11:01:30,67936546
2020-09-14 11:37:37,67939215
2020-09-14 11:55:25,67937484
2020-09-14 12:25:26,67936350
2020-09-14 12:26:35,67935817
2020-09-14 12:50:57,67934205
2020-09-14 13:46:06,67938032
2020-09-14 13:51:56,67937727
2020-09-14 14:17:13,67938426
2020-09-14 14:40:42,67943115
2020-09-14 15:00:46,67946538
2020-09-14 15:05:33,67944819
2020-09-14 15:48:03,67952129
2020-09-14 16:02:48,67949051
2020-09-14 16:41:16,67958504
2020-09-14 16:51:34,67952733
2020-09-14 17:09:32,67949240
2020-09-14 17:38:39,67954346
2020-09-14 17:53:53,67951851
2020-09-14 18:15:26,67951905
