Timestamp,n-transactions
2016-04-19 00:00:00,226511
2016-04-22 00:00:00,210976
2016-04-25 00:00:00,217564
2016-04-28 00:00:00,247957
2016-05-01 00:00:00,191430
2016-05-04 00:00:00,233691
2016-05-07 00:00:00,202062
2016-05-10 00:00:00,245721
2016-05-13 00:00:00,232146
2016-05-16 00:00:00,239809
2016-05-19 00:00:00,219145
2016-05-22 00:00:00,184348
2016-05-25 00:00:00,247841
2016-05-28 00:00:00,193054
2016-05-31 00:00:00,215249
2016-06-03 00:00:00,234669
2016-06-06 00:00:00,221171
2016-06-09 00:00:00,236353
2016-06-12 00:00:00,210711
2016-06-15 00:00:00,259202
2016-06-18 00:00:00,235317
2016-06-21 00:00:00,248164
2016-06-24 00:00:00,237625
2016-06-27 00:00:00,217029
2016-06-30 00:00:00,231960
2016-07-03 00:00:00,177127
2016-07-06 00:00:00,214691
2016-07-09 00:00:00,185405
2016-07-12 00:00:00,219034
2016-07-15 00:00:00,216081
2016-07-18 00:00:00,222835
2016-07-21 00:00:00,217606
2016-07-24 00:00:00,183890
2016-07-27 00:00:00,235603
2016-07-30 00:00:00,199484
2016-08-02 00:00:00,251098
2016-08-05 00:00:00,228244
2016-08-08 00:00:00,235295
2016-08-11 00:00:00,254515
2016-08-14 00:00:00,200174
2016-08-17 00:00:00,238003
2016-08-20 00:00:00,208224
2016-08-23 00:00:00,239021
2016-08-26 00:00:00,226767
2016-08-29 00:00:00,225282
2016-09-01 00:00:00,237466
2016-09-04 00:00:00,183244
2016-09-07 00:00:00,250809
2016-09-10 00:00:00,193320
2016-09-13 00:00:00,239886
2016-09-16 00:00:00,211128
2016-09-19 00:00:00,223540
2016-09-22 00:00:00,231227
2016-09-25 00:00:00,195642
2016-09-28 00:00:00,234995
2016-10-01 00:00:00,213930
2016-10-04 00:00:00,264662
2016-10-07 00:00:00,266324
2016-10-10 00:00:00,222996
2016-10-13 00:00:00,229703
2016-10-16 00:00:00,197876
2016-10-19 00:00:00,199083
2016-10-22 00:00:00,216708
2016-10-25 00:00:00,237030
2016-10-28 00:00:00,250876
2016-10-31 00:00:00,241778
2016-11-03 00:00:00,271998
2016-11-06 00:00:00,225786
2016-11-09 00:00:00,270095
2016-11-12 00:00:00,228886
2016-11-15 00:00:00,280352
2016-11-18 00:00:00,275925
2016-11-21 00:00:00,285793
2016-11-24 00:00:00,328538
2016-11-27 00:00:00,237389
2016-11-30 00:00:00,292654
2016-12-03 00:00:00,287988
2016-12-06 00:00:00,319762
2016-12-09 00:00:00,268815
2016-12-12 00:00:00,268662
2016-12-15 00:00:00,282685
2016-12-18 00:00:00,235789
2016-12-21 00:00:00,325677
2016-12-24 00:00:00,240820
2016-12-27 00:00:00,296546
2016-12-30 00:00:00,286818
2017-01-02 00:00:00,290951
2017-01-05 00:00:00,288501
2017-01-08 00:00:00,260101
2017-01-11 00:00:00,303058
2017-01-14 00:00:00,242269
2017-01-17 00:00:00,292697
2017-01-20 00:00:00,298377
2017-01-23 00:00:00,235530
2017-01-26 00:00:00,313755
2017-01-29 00:00:00,241627
2017-02-01 00:00:00,350560
2017-02-04 00:00:00,284778
2017-02-07 00:00:00,325268
2017-02-10 00:00:00,301789
2017-02-13 00:00:00,288290
2017-02-16 00:00:00,283203
2017-02-19 00:00:00,251721
2017-02-22 00:00:00,282194
2017-02-25 00:00:00,326521
2017-02-28 00:00:00,325414
2017-03-03 00:00:00,337310
2017-03-06 00:00:00,287731
2017-03-09 00:00:00,303632
2017-03-12 00:00:00,221110
2017-03-15 00:00:00,292434
2017-03-18 00:00:00,263530
2017-03-21 00:00:00,288055
2017-03-24 00:00:00,289521
2017-03-27 00:00:00,232291
2017-03-30 00:00:00,288788
2017-04-02 00:00:00,244203
2017-04-05 00:00:00,316555
2017-04-08 00:00:00,226959
2017-04-11 00:00:00,307893
2017-04-14 00:00:00,290208
2017-04-17 00:00:00,245184
2017-04-20 00:00:00,267915
2017-04-23 00:00:00,245039
2017-04-26 00:00:00,334471
2017-04-29 00:00:00,341319
2017-05-02 00:00:00,333161
2017-05-05 00:00:00,267193
2017-05-08 00:00:00,365096
2017-05-11 00:00:00,294743
2017-05-14 00:00:00,369098
2017-05-17 00:00:00,317527
2017-05-20 00:00:00,352805
2017-05-23 00:00:00,367710
2017-05-26 00:00:00,333340
2017-05-29 00:00:00,321638
2017-06-01 00:00:00,319709
2017-06-04 00:00:00,266044
2017-06-07 00:00:00,339720
2017-06-10 00:00:00,254993
2017-06-13 00:00:00,291776
2017-06-16 00:00:00,269937
2017-06-19 00:00:00,269774
2017-06-22 00:00:00,269685
2017-06-25 00:00:00,180719
2017-06-28 00:00:00,279811
2017-07-01 00:00:00,221856
2017-07-04 00:00:00,255483
2017-07-07 00:00:00,243614
2017-07-10 00:00:00,251722
2017-07-13 00:00:00,245895
2017-07-16 00:00:00,203165
2017-07-19 00:00:00,253768
2017-07-22 00:00:00,223358
2017-07-25 00:00:00,244036
2017-07-28 00:00:00,247207
2017-07-31 00:00:00,231012
2017-08-03 00:00:00,213017
2017-08-06 00:00:00,199627
2017-08-09 00:00:00,260955
2017-08-12 00:00:00,260521
2017-08-15 00:00:00,311002
2017-08-18 00:00:00,312250
2017-08-21 00:00:00,236772
2017-08-24 00:00:00,203805
2017-08-27 00:00:00,261891
2017-08-30 00:00:00,271466
2017-09-02 00:00:00,236811
2017-09-05 00:00:00,277948
2017-09-08 00:00:00,279488
2017-09-11 00:00:00,253492
2017-09-14 00:00:00,268068
2017-09-17 00:00:00,197683
2017-09-20 00:00:00,235723
2017-09-23 00:00:00,203861
2017-09-26 00:00:00,263648
2017-09-29 00:00:00,254438
2017-10-02 00:00:00,295002
2017-10-05 00:00:00,273243
2017-10-08 00:00:00,238385
2017-10-11 00:00:00,292459
2017-10-14 00:00:00,293140
2017-10-17 00:00:00,334438
2017-10-20 00:00:00,312409
2017-10-23 00:00:00,316096
2017-10-26 00:00:00,265827
2017-10-29 00:00:00,334025
2017-11-01 00:00:00,351529
2017-11-04 00:00:00,294121
2017-11-07 00:00:00,335636
2017-11-10 00:00:00,271745
2017-11-13 00:00:00,309299
2017-11-16 00:00:00,310396
2017-11-19 00:00:00,264855
2017-11-22 00:00:00,312033
2017-11-25 00:00:00,336689
2017-11-28 00:00:00,365977
2017-12-01 00:00:00,412908
2017-12-04 00:00:00,400686
2017-12-07 00:00:00,374917
2017-12-10 00:00:00,341420
2017-12-13 00:00:00,424579
2017-12-16 00:00:00,364222
2017-12-19 00:00:00,378622
2017-12-22 00:00:00,380648
2017-12-25 00:00:00,228926
2017-12-28 00:00:00,305053
2017-12-31 00:00:00,290422
2018-01-03 00:00:00,395963
2018-01-06 00:00:00,358847
2018-01-09 00:00:00,360265
2018-01-12 00:00:00,300091
2018-01-15 00:00:00,273623
2018-01-18 00:00:00,309495
2018-01-21 00:00:00,215622
2018-01-24 00:00:00,250423
2018-01-27 00:00:00,193578
2018-01-30 00:00:00,236609
2018-02-02 00:00:00,235918
2018-02-05 00:00:00,216363
2018-02-08 00:00:00,173289
2018-02-11 00:00:00,147208
2018-02-14 00:00:00,196417
2018-02-17 00:00:00,173789
2018-02-20 00:00:00,198455
2018-02-23 00:00:00,185193
2018-02-26 00:00:00,186474
2018-03-01 00:00:00,233744
2018-03-04 00:00:00,160231
2018-03-07 00:00:00,213978
2018-03-10 00:00:00,156228
2018-03-13 00:00:00,196140
2018-03-16 00:00:00,186979
2018-03-19 00:00:00,191528
2018-03-22 00:00:00,185187
2018-03-25 00:00:00,135274
2018-03-28 00:00:00,177521
2018-03-31 00:00:00,148617
2018-04-03 00:00:00,198919
2018-04-06 00:00:00,172889
2018-04-09 00:00:00,176563
2018-04-12 00:00:00,210879
2018-04-15 00:00:00,174031
2018-04-18 00:00:00,200740
2018-04-21 00:00:00,193975
2018-04-24 00:00:00,254493
2018-04-27 00:00:00,211119
2018-04-30 00:00:00,215107
2018-05-03 00:00:00,228521
2018-05-06 00:00:00,171761
2018-05-09 00:00:00,206579
2018-05-12 00:00:00,182054
2018-05-15 00:00:00,214779
2018-05-18 00:00:00,211496
2018-05-21 00:00:00,202647
2018-05-24 00:00:00,206825
2018-05-27 00:00:00,144304
2018-05-30 00:00:00,204077
2018-06-02 00:00:00,174497
2018-06-05 00:00:00,212901
2018-06-08 00:00:00,200379
2018-06-11 00:00:00,213196
2018-06-14 00:00:00,210029
2018-06-17 00:00:00,144908
2018-06-20 00:00:00,198889
2018-06-23 00:00:00,163295
2018-06-26 00:00:00,195404
2018-06-29 00:00:00,197881
2018-07-02 00:00:00,199294
2018-07-05 00:00:00,199600
2018-07-08 00:00:00,155685
2018-07-11 00:00:00,202603
2018-07-14 00:00:00,176475
2018-07-17 00:00:00,233966
2018-07-20 00:00:00,225529
2018-07-23 00:00:00,229480
2018-07-26 00:00:00,231679
2018-07-29 00:00:00,168407
2018-08-01 00:00:00,241044
2018-08-04 00:00:00,191657
2018-08-07 00:00:00,233045
2018-08-10 00:00:00,226148
2018-08-13 00:00:00,222229
2018-08-16 00:00:00,232335
2018-08-19 00:00:00,167400
2018-08-22 00:00:00,230333
2018-08-25 00:00:00,196420
2018-08-28 00:00:00,238039
2018-08-31 00:00:00,237076
2018-09-03 00:00:00,222897
2018-09-06 00:00:00,252261
2018-09-09 00:00:00,188912
2018-09-12 00:00:00,233275
2018-09-15 00:00:00,211071
2018-09-18 00:00:00,244259
2018-09-21 00:00:00,273051
2018-09-24 00:00:00,237670
2018-09-27 00:00:00,248686
2018-09-30 00:00:00,208210
2018-10-03 00:00:00,242303
2018-10-06 00:00:00,214843
2018-10-09 00:00:00,235862
2018-10-12 00:00:00,243174
2018-10-15 00:00:00,266945
2018-10-18 00:00:00,253450
2018-10-21 00:00:00,211505
2018-10-24 00:00:00,254091
2018-10-27 00:00:00,233749
2018-10-30 00:00:00,283327
2018-11-02 00:00:00,292704
2018-11-05 00:00:00,293239
2018-11-08 00:00:00,277597
2018-11-11 00:00:00,246991
2018-11-14 00:00:00,292755
2018-11-17 00:00:00,262649
2018-11-20 00:00:00,288450
2018-11-23 00:00:00,275261
2018-11-26 00:00:00,257062
2018-11-29 00:00:00,246226
2018-12-02 00:00:00,222673
2018-12-05 00:00:00,256501
2018-12-08 00:00:00,231104
2018-12-11 00:00:00,251487
2018-12-14 00:00:00,275801
2018-12-17 00:00:00,298823
2018-12-20 00:00:00,287273
2018-12-23 00:00:00,250739
2018-12-26 00:00:00,281305
2018-12-29 00:00:00,264980
2019-01-01 00:00:00,234725
2019-01-04 00:00:00,281772
2019-01-07 00:00:00,284782
2019-01-10 00:00:00,327338
2019-01-13 00:00:00,276997
2019-01-16 00:00:00,305702
2019-01-19 00:00:00,282188
2019-01-22 00:00:00,296040
2019-01-25 00:00:00,301085
2019-01-28 00:00:00,308062
2019-01-31 00:00:00,353945
2019-02-03 00:00:00,300171
2019-02-06 00:00:00,349596
2019-02-09 00:00:00,310892
2019-02-12 00:00:00,271573
2019-02-15 00:00:00,296729
2019-02-18 00:00:00,344274
2019-02-21 00:00:00,297595
2019-02-24 00:00:00,320446
2019-02-27 00:00:00,344560
2019-03-02 00:00:00,335864
2019-03-05 00:00:00,285716
2019-03-08 00:00:00,285264
2019-03-11 00:00:00,294741
2019-03-14 00:00:00,299929
2019-03-17 00:00:00,227290
2019-03-20 00:00:00,304960
2019-03-23 00:00:00,251573
2019-03-26 00:00:00,366415
2019-03-29 00:00:00,369817
2019-04-01 00:00:00,368904
2019-04-04 00:00:00,354660
2019-04-07 00:00:00,350631
2019-04-10 00:00:00,396501
2019-04-13 00:00:00,367076
2019-04-16 00:00:00,358517
2019-04-19 00:00:00,362128
2019-04-22 00:00:00,342014
2019-04-25 00:00:00,384089
2019-04-28 00:00:00,383291
2019-05-01 00:00:00,439549
2019-05-04 00:00:00,355910
2019-05-07 00:00:00,329943
2019-05-10 00:00:00,322963
2019-05-13 00:00:00,390428
2019-05-16 00:00:00,375062
2019-05-19 00:00:00,346859
2019-05-22 00:00:00,394887
2019-05-25 00:00:00,338398
2019-05-28 00:00:00,390427
2019-05-31 00:00:00,298997
2019-06-03 00:00:00,294009
2019-06-06 00:00:00,364526
2019-06-09 00:00:00,300917
2019-06-12 00:00:00,328464
2019-06-15 00:00:00,330954
2019-06-18 00:00:00,394843
2019-06-21 00:00:00,337741
2019-06-24 00:00:00,388342
2019-06-27 00:00:00,361050
2019-06-30 00:00:00,330731
2019-07-03 00:00:00,397554
2019-07-06 00:00:00,348674
2019-07-09 00:00:00,365588
2019-07-12 00:00:00,360899
2019-07-15 00:00:00,349111
2019-07-18 00:00:00,315745
2019-07-21 00:00:00,283934
2019-07-24 00:00:00,295589
2019-07-27 00:00:00,283892
2019-07-30 00:00:00,328375
2019-08-02 00:00:00,349556
2019-08-05 00:00:00,339136
2019-08-08 00:00:00,336181
2019-08-11 00:00:00,273280
2019-08-14 00:00:00,359997
2019-08-17 00:00:00,288256
2019-08-20 00:00:00,333304
2019-08-23 00:00:00,340220
2019-08-26 00:00:00,318219
2019-08-29 00:00:00,346734
2019-09-01 00:00:00,285468
2019-09-04 00:00:00,324741
2019-09-07 00:00:00,314429
2019-09-10 00:00:00,339858
2019-09-13 00:00:00,308856
2019-09-16 00:00:00,347341
2019-09-19 00:00:00,346110
2019-09-22 00:00:00,318713
2019-09-25 00:00:00,347747
2019-09-28 00:00:00,314433
2019-10-01 00:00:00,337244
2019-10-04 00:00:00,337222
2019-10-07 00:00:00,328803
2019-10-10 00:00:00,345048
2019-10-13 00:00:00,279487
2019-10-16 00:00:00,338473
2019-10-19 00:00:00,304736
2019-10-22 00:00:00,341464
2019-10-25 00:00:00,328598
2019-10-28 00:00:00,309611
2019-10-31 00:00:00,293779
2019-11-03 00:00:00,294367
2019-11-06 00:00:00,314698
2019-11-09 00:00:00,306163
2019-11-12 00:00:00,301382
2019-11-15 00:00:00,325145
2019-11-18 00:00:00,304671
2019-11-21 00:00:00,323954
2019-11-24 00:00:00,267368
2019-11-27 00:00:00,317597
2019-11-30 00:00:00,277458
2019-12-03 00:00:00,336512
2019-12-06 00:00:00,315386
2019-12-09 00:00:00,313629
2019-12-12 00:00:00,311795
2019-12-15 00:00:00,263441
2019-12-18 00:00:00,314249
2019-12-21 00:00:00,311118
2019-12-24 00:00:00,290436
2019-12-27 00:00:00,322204
2019-12-30 00:00:00,324497
2020-01-02 00:00:00,295567
2020-01-05 00:00:00,287779
2020-01-08 00:00:00,318019
2020-01-11 00:00:00,309070
2020-01-14 00:00:00,346953
2020-01-17 00:00:00,323992
2020-01-20 00:00:00,313661
2020-01-23 00:00:00,329918
2020-01-26 00:00:00,261247
2020-01-29 00:00:00,340562
2020-02-01 00:00:00,303724
2020-02-04 00:00:00,309190
2020-02-07 00:00:00,334938
2020-02-10 00:00:00,298104
2020-02-13 00:00:00,340081
2020-02-16 00:00:00,292236
2020-02-19 00:00:00,334805
2020-02-22 00:00:00,304597
2020-02-25 00:00:00,334593
2020-02-28 00:00:00,368590
2020-03-02 00:00:00,342821
2020-03-05 00:00:00,349529
2020-03-08 00:00:00,302694
2020-03-11 00:00:00,287492
2020-03-14 00:00:00,279828
2020-03-17 00:00:00,278326
2020-03-20 00:00:00,284594
2020-03-23 00:00:00,259816
2020-03-26 00:00:00,292828
2020-03-29 00:00:00,232820
2020-04-01 00:00:00,281855
2020-04-04 00:00:00,253274
2020-04-07 00:00:00,312770
2020-04-10 00:00:00,288585
2020-04-13 00:00:00,288113
2020-04-16 00:00:00,322903
2020-04-19 00:00:00,251984
2020-04-22 00:00:00,278755
2020-04-25 00:00:00,280805
2020-04-28 00:00:00,323475
2020-05-01 00:00:00,340574
2020-05-04 00:00:00,326098
2020-05-07 00:00:00,341986
2020-05-10 00:00:00,286789
2020-05-13 00:00:00,296796
2020-05-16 00:00:00,296555
2020-05-19 00:00:00,274897
2020-05-22 00:00:00,278784
2020-05-25 00:00:00,265875
2020-05-28 00:00:00,299910
2020-05-31 00:00:00,258427
2020-06-03 00:00:00,314000
2020-06-06 00:00:00,284873
2020-06-09 00:00:00,327074
2020-06-12 00:00:00,318274
2020-06-15 00:00:00,294468
2020-06-18 00:00:00,283897
2020-06-21 00:00:00,259440
2020-06-24 00:00:00,312321
2020-06-27 00:00:00,275489
2020-06-30 00:00:00,299733
2020-07-03 00:00:00,331009
2020-07-06 00:00:00,338767
2020-07-09 00:00:00,362718
2020-07-12 00:00:00,282364
2020-07-15 00:00:00,316064
2020-07-18 00:00:00,311022
2020-07-21 00:00:00,312871
2020-07-24 00:00:00,369432
2020-07-27 00:00:00,326769
2020-07-30 00:00:00,327789
2020-08-02 00:00:00,287869
2020-08-05 00:00:00,291814
2020-08-08 00:00:00,283631
2020-08-11 00:00:00,349952
2020-08-14 00:00:00,365679
2020-08-17 00:00:00,292944
2020-08-20 00:00:00,333683
2020-08-23 00:00:00,288728
2020-08-26 00:00:00,324184
2020-08-29 00:00:00,292783
2020-09-01 00:00:00,376508
2020-09-04 00:00:00,298286
2020-09-07 00:00:00,327662
2020-09-10 00:00:00,345981
2020-09-13 00:00:00,255110
2020-09-16 00:00:00,342609
2020-09-19 00:00:00,296357
2020-09-22 00:00:00,312989
2020-09-25 00:00:00,353070
