Timestamp,output-volume
2013-06-14 00:00:00,722485.19017261
2013-06-17 00:00:00,578844.964115832
2013-06-20 00:00:00,728607.974760783
2013-06-23 00:00:00,340381.454364923
2013-06-26 00:00:00,627165.900331054
2013-06-29 00:00:00,532545.466541163
2013-07-02 00:00:00,735821.574371706
2013-07-05 00:00:00,1074563.29069852
2013-07-08 00:00:00,837670.930768057
2013-07-11 00:00:00,1058476.98655273
2013-07-14 00:00:00,582276.547181798
2013-07-17 00:00:00,1080936.13767808
2013-07-20 00:00:00,495922.44695366
2013-07-23 00:00:00,1012489.36703895
2013-07-26 00:00:00,781326.007456468
2013-07-29 00:00:00,747853.119503947
2013-08-01 00:00:00,1147305.42498187
2013-08-04 00:00:00,510656.311293676
2013-08-07 00:00:00,813434.517314474
2013-08-10 00:00:00,517054.84332388
2013-08-13 00:00:00,1301581.43854276
2013-08-16 00:00:00,1073581.79579291
2013-08-19 00:00:00,1115101.01969814
2013-08-22 00:00:00,823544.676626069
2013-08-25 00:00:00,555654.047028118
2013-08-28 00:00:00,784253.760240909
2013-08-31 00:00:00,878729.173975401
2013-09-03 00:00:00,949784.940321598
2013-09-06 00:00:00,701587.705390649
2013-09-09 00:00:00,1030766.75658514
2013-09-12 00:00:00,703128.101098485
2013-09-15 00:00:00,403507.548155213
2013-09-18 00:00:00,806994.269753078
2013-09-21 00:00:00,452074.31344504
2013-09-24 00:00:00,949071.865352483
2013-09-27 00:00:00,690114.851606427
2013-09-30 00:00:00,826774.036665406
2013-10-03 00:00:00,927030.80085099
2013-10-06 00:00:00,419308.266421638
2013-10-09 00:00:00,898551.303982071
2013-10-12 00:00:00,697904.05513333
2013-10-15 00:00:00,924504.813257501
2013-10-18 00:00:00,937574.965087657
2013-10-21 00:00:00,1059197.27414242
2013-10-24 00:00:00,1029103.30278824
2013-10-27 00:00:00,509803.648884956
2013-10-30 00:00:00,717093.160091758
2013-11-02 00:00:00,649240.364890082
2013-11-05 00:00:00,1115521.37805375
2013-11-08 00:00:00,1071531.00672899
2013-11-11 00:00:00,748279.489553856
2013-11-14 00:00:00,1155028.59400238
2013-11-17 00:00:00,1158208.92269629
2013-11-20 00:00:00,1690347.11982735
2013-11-23 00:00:00,1533323.42331163
2013-11-26 00:00:00,4028498.09525615
2013-11-29 00:00:00,2602929.47680348
2013-12-02 00:00:00,1424490.90497356
2013-12-05 00:00:00,1550468.12636041
2013-12-08 00:00:00,1219503.56891799
2013-12-11 00:00:00,1113758.03415721
2013-12-14 00:00:00,620668.834120237
2013-12-17 00:00:00,1586643.43811419
2013-12-20 00:00:00,940326.307876396
2013-12-23 00:00:00,722235.193791413
2013-12-26 00:00:00,620433.483584879
2013-12-29 00:00:00,837535.431825591
2014-01-01 00:00:00,538983.292084046
2014-01-04 00:00:00,635106.075576587
2014-01-07 00:00:00,924867.933328937
2014-01-10 00:00:00,569351.609494795
2014-01-13 00:00:00,529745.657167659
2014-01-16 00:00:00,605276.848189111
2014-01-19 00:00:00,567071.287808722
2014-01-22 00:00:00,493075.896373011
2014-01-25 00:00:00,463780.273670827
2014-01-28 00:00:00,648369.537017734
2014-01-31 00:00:00,409190.884238997
2014-02-03 00:00:00,482423.652309109
2014-02-06 00:00:00,664620.697672539
2014-02-09 00:00:00,491172.002158301
2014-02-12 00:00:00,619251.518908137
2014-02-15 00:00:00,963648.97871815
2014-02-18 00:00:00,501226.922250566
2014-02-21 00:00:00,521821.933138026
2014-02-24 00:00:00,776198.313048594
2014-02-27 00:00:00,584827.727414531
2014-03-02 00:00:00,555305.943360544
2014-03-05 00:00:00,688295.994930557
2014-03-08 00:00:00,1585837.1661943
2014-03-11 00:00:00,988209.04639411
2014-03-14 00:00:00,628708.135968921
2014-03-17 00:00:00,555550.20544393
2014-03-20 00:00:00,684384.781912733
2014-03-23 00:00:00,337434.369703483
2014-03-26 00:00:00,521418.676117358
2014-03-29 00:00:00,401778.387697596
2014-04-01 00:00:00,687092.912881854
2014-04-04 00:00:00,670524.781364418
2014-04-07 00:00:00,467993.229885194
2014-04-10 00:00:00,832228.29364563
2014-04-13 00:00:00,415396.601898254
2014-04-16 00:00:00,808972.686487201
2014-04-19 00:00:00,460095.566680422
2014-04-22 00:00:00,886317.347175514
2014-04-25 00:00:00,557906.38545585
2014-04-28 00:00:00,582844.636266595
2014-05-01 00:00:00,449043.555727504
2014-05-04 00:00:00,428868.453035868
2014-05-07 00:00:00,840071.956870138
2014-05-10 00:00:00,680089.585980874
2014-05-13 00:00:00,678338.794865715
2014-05-16 00:00:00,651741.425215487
2014-05-19 00:00:00,529418.786190444
2014-05-22 00:00:00,773918.640208564
2014-05-25 00:00:00,841110.023738244
2014-05-28 00:00:00,869282.339182977
2014-05-31 00:00:00,588130.159851893
2014-06-03 00:00:00,906950.889311302
2014-06-06 00:00:00,1049433.72248384
2014-06-09 00:00:00,389374.168040356
2014-06-12 00:00:00,1111447.58093751
2014-06-15 00:00:00,447016.409284431
2014-06-18 00:00:00,549689.613936265
2014-06-21 00:00:00,461927.046746102
2014-06-24 00:00:00,882381.495034408
2014-06-27 00:00:00,487614.045979167
2014-06-30 00:00:00,670095.338531695
2014-07-03 00:00:00,604883.464547067
2014-07-06 00:00:00,373704.721600211
2014-07-09 00:00:00,467382.069264812
2014-07-12 00:00:00,469369.133509933
2014-07-15 00:00:00,564831.830035056
2014-07-18 00:00:00,514425.221870095
2014-07-21 00:00:00,448465.586733738
2014-07-24 00:00:00,536981.677497219
2014-07-27 00:00:00,261543.514790951
2014-07-30 00:00:00,420687.449590003
2014-08-02 00:00:00,389351.123847858
2014-08-05 00:00:00,618996.162766312
2014-08-08 00:00:00,337944.152797004
2014-08-11 00:00:00,559067.889812784
2014-08-14 00:00:00,747261.470331775
2014-08-17 00:00:00,502236.356619499
2014-08-20 00:00:00,564014.546176288
2014-08-23 00:00:00,704590.959989202
2014-08-26 00:00:00,1788493.64968411
2014-08-29 00:00:00,593794.324110572
2014-09-01 00:00:00,708067.73216985
2014-09-04 00:00:00,451973.791108862
2014-09-07 00:00:00,372332.046359099
2014-09-10 00:00:00,472432.4856098
2014-09-13 00:00:00,329720.302792825
2014-09-16 00:00:00,434785.757899436
2014-09-19 00:00:00,709207.174723741
2014-09-22 00:00:00,539538.212900137
2014-09-25 00:00:00,679083.422491803
2014-09-28 00:00:00,465163.671420482
2014-10-01 00:00:00,700946.524121399
2014-10-04 00:00:00,653572.499621088
2014-10-07 00:00:00,863049.423662904
2014-10-10 00:00:00,985124.640111173
2014-10-13 00:00:00,777900.516941769
2014-10-16 00:00:00,1055720.1589948
2014-10-19 00:00:00,454054.118035242
2014-10-22 00:00:00,866640.039092052
2014-10-25 00:00:00,914765.189541027
2014-10-28 00:00:00,843974.100864434
2014-10-31 00:00:00,1292623.20016124
2014-11-03 00:00:00,1077667.49614244
2014-11-06 00:00:00,739435.476988818
2014-11-09 00:00:00,536383.146425672
2014-11-12 00:00:00,1115072.51062442
2014-11-15 00:00:00,811752.516856439
2014-11-18 00:00:00,983866.145961329
2014-11-21 00:00:00,1319260.31279388
2014-11-24 00:00:00,798399.788617352
2014-11-27 00:00:00,997888.118389946
2014-11-30 00:00:00,980576.3634217
2014-12-03 00:00:00,1221569.88021918
2014-12-06 00:00:00,617000.752642815
2014-12-09 00:00:00,1153236.96245818
2014-12-12 00:00:00,973005.794753066
