Timestamp,n-transactions-excluding-popular
2016-04-02 00:00:00,183503
2016-04-05 00:00:00,216176
2016-04-08 00:00:00,209003
2016-04-11 00:00:00,226553
2016-04-14 00:00:00,225450
2016-04-17 00:00:00,185892
2016-04-20 00:00:00,215115
2016-04-23 00:00:00,181429
2016-04-26 00:00:00,245405
2016-04-29 00:00:00,255225
2016-05-02 00:00:00,221019
2016-05-05 00:00:00,223681
2016-05-08 00:00:00,185456
2016-05-11 00:00:00,230881
2016-05-14 00:00:00,207392
2016-05-17 00:00:00,234161
2016-05-20 00:00:00,206630
2016-05-23 00:00:00,217633
2016-05-26 00:00:00,213031
2016-05-29 00:00:00,173323
2016-06-01 00:00:00,232186
2016-06-04 00:00:00,194724
2016-06-07 00:00:00,227893
2016-06-10 00:00:00,223808
2016-06-13 00:00:00,248525
2016-06-16 00:00:00,263444
2016-06-19 00:00:00,215405
2016-06-22 00:00:00,232368
2016-06-25 00:00:00,204254
2016-06-28 00:00:00,210187
2016-07-01 00:00:00,202414
2016-07-04 00:00:00,211618
2016-07-07 00:00:00,213055
2016-07-10 00:00:00,159319
2016-07-13 00:00:00,214101
2016-07-16 00:00:00,178573
2016-07-19 00:00:00,219576
2016-07-22 00:00:00,218874
2016-07-25 00:00:00,236727
2016-07-28 00:00:00,232439
2016-07-31 00:00:00,190326
2016-08-03 00:00:00,239320
2016-08-06 00:00:00,192725
2016-08-09 00:00:00,227856
2016-08-12 00:00:00,228078
2016-08-15 00:00:00,199828
2016-08-18 00:00:00,235996
2016-08-21 00:00:00,181617
2016-08-24 00:00:00,231795
2016-08-27 00:00:00,187712
2016-08-30 00:00:00,248264
2016-09-02 00:00:00,223109
2016-09-05 00:00:00,224939
2016-09-08 00:00:00,223812
2016-09-11 00:00:00,177045
2016-09-14 00:00:00,228878
2016-09-17 00:00:00,212506
2016-09-20 00:00:00,241234
2016-09-23 00:00:00,219880
2016-09-26 00:00:00,227516
2016-09-29 00:00:00,237287
2016-10-02 00:00:00,190194
2016-10-05 00:00:00,261818
2016-10-08 00:00:00,241852
2016-10-11 00:00:00,258548
2016-10-14 00:00:00,235124
2016-10-17 00:00:00,233318
2016-10-20 00:00:00,265025
2016-10-23 00:00:00,187498
2016-10-26 00:00:00,218420
2016-10-29 00:00:00,223780
2016-11-01 00:00:00,242315
2016-11-04 00:00:00,243410
2016-11-07 00:00:00,268563
2016-11-10 00:00:00,266380
2016-11-13 00:00:00,214933
2016-11-16 00:00:00,284745
2016-11-19 00:00:00,245559
2016-11-22 00:00:00,282436
2016-11-25 00:00:00,311945
2016-11-28 00:00:00,295352
2016-12-01 00:00:00,236205
2016-12-04 00:00:00,242653
2016-12-07 00:00:00,306391
2016-12-10 00:00:00,247017
2016-12-13 00:00:00,287506
2016-12-16 00:00:00,274282
2016-12-19 00:00:00,278465
2016-12-22 00:00:00,310432
2016-12-25 00:00:00,193529
2016-12-28 00:00:00,301503
2016-12-31 00:00:00,247437
2017-01-03 00:00:00,297536
2017-01-06 00:00:00,342362
2017-01-09 00:00:00,267011
2017-01-12 00:00:00,291655
2017-01-15 00:00:00,232132
2017-01-18 00:00:00,293432
2017-01-21 00:00:00,260542
2017-01-24 00:00:00,275603
2017-01-27 00:00:00,260698
2017-01-30 00:00:00,242855
2017-02-02 00:00:00,254199
2017-02-05 00:00:00,286914
2017-02-08 00:00:00,302577
2017-02-11 00:00:00,259093
2017-02-14 00:00:00,311031
2017-02-17 00:00:00,315601
2017-02-20 00:00:00,278516
2017-02-23 00:00:00,322248
2017-02-26 00:00:00,261607
2017-03-01 00:00:00,311841
2017-03-04 00:00:00,262482
2017-03-07 00:00:00,323888
2017-03-10 00:00:00,304333
2017-03-13 00:00:00,267429
2017-03-16 00:00:00,321647
2017-03-19 00:00:00,264398
2017-03-22 00:00:00,311186
2017-03-25 00:00:00,238389
2017-03-28 00:00:00,288024
2017-03-31 00:00:00,253693
2017-04-03 00:00:00,282680
2017-04-06 00:00:00,284981
2017-04-09 00:00:00,234391
2017-04-12 00:00:00,273122
2017-04-15 00:00:00,265810
2017-04-18 00:00:00,296133
2017-04-21 00:00:00,324844
2017-04-24 00:00:00,217457
2017-04-27 00:00:00,291567
2017-04-30 00:00:00,276157
2017-05-03 00:00:00,289205
2017-05-06 00:00:00,357023
2017-05-09 00:00:00,326342
2017-05-12 00:00:00,310036
2017-05-15 00:00:00,320922
2017-05-18 00:00:00,280634
2017-05-21 00:00:00,316206
2017-05-24 00:00:00,327095
2017-05-27 00:00:00,327298
2017-05-30 00:00:00,342452
2017-06-02 00:00:00,266139
2017-06-05 00:00:00,284510
2017-06-08 00:00:00,300781
2017-06-11 00:00:00,218775
2017-06-14 00:00:00,281987
2017-06-17 00:00:00,232344
2017-06-20 00:00:00,263107
2017-06-23 00:00:00,253123
2017-06-26 00:00:00,254353
2017-06-29 00:00:00,225341
2017-07-02 00:00:00,191864
2017-07-05 00:00:00,231998
2017-07-08 00:00:00,216252
2017-07-11 00:00:00,259517
2017-07-14 00:00:00,222649
2017-07-17 00:00:00,225090
2017-07-20 00:00:00,224769
2017-07-23 00:00:00,177243
2017-07-26 00:00:00,232701
2017-07-29 00:00:00,205225
2017-08-01 00:00:00,130345
2017-08-04 00:00:00,229312
2017-08-07 00:00:00,241118
2017-08-10 00:00:00,249804
2017-08-13 00:00:00,254611
2017-08-16 00:00:00,266961
2017-08-19 00:00:00,258336
2017-08-22 00:00:00,189037
2017-08-25 00:00:00,199952
2017-08-28 00:00:00,215537
2017-08-31 00:00:00,267739
2017-09-03 00:00:00,186748
2017-09-06 00:00:00,264180
2017-09-09 00:00:00,208197
2017-09-12 00:00:00,245104
2017-09-15 00:00:00,277657
2017-09-18 00:00:00,210114
2017-09-21 00:00:00,244380
2017-09-24 00:00:00,178847
2017-09-27 00:00:00,245436
2017-09-30 00:00:00,204213
2017-10-03 00:00:00,270946
2017-10-06 00:00:00,273619
2017-10-09 00:00:00,288111
2017-10-12 00:00:00,282915
2017-10-15 00:00:00,275556
2017-10-18 00:00:00,319822
2017-10-21 00:00:00,303876
2017-10-24 00:00:00,334582
2017-10-27 00:00:00,239768
2017-10-30 00:00:00,305616
2017-11-02 00:00:00,329152
2017-11-05 00:00:00,243071
2017-11-08 00:00:00,288774
2017-11-11 00:00:00,191618
2017-11-14 00:00:00,261563
2017-11-17 00:00:00,286083
2017-11-20 00:00:00,326795
2017-11-23 00:00:00,338456
2017-11-26 00:00:00,317735
2017-11-29 00:00:00,382774
2017-12-02 00:00:00,296727
2017-12-05 00:00:00,378024
2017-12-08 00:00:00,371809
2017-12-11 00:00:00,357068
2017-12-14 00:00:00,470650
2017-12-17 00:00:00,375878
2017-12-20 00:00:00,352242
2017-12-23 00:00:00,290746
2017-12-26 00:00:00,232606
2017-12-29 00:00:00,337150
2018-01-01 00:00:00,231679
2018-01-04 00:00:00,402643
2018-01-07 00:00:00,352796
2018-01-10 00:00:00,330491
2018-01-13 00:00:00,253379
2018-01-16 00:00:00,287366
2018-01-19 00:00:00,231462
2018-01-22 00:00:00,235003
2018-01-25 00:00:00,227471
2018-01-28 00:00:00,205967
2018-01-31 00:00:00,197264
2018-02-03 00:00:00,184856
2018-02-06 00:00:00,238351
2018-02-09 00:00:00,173698
2018-02-12 00:00:00,183345
2018-02-15 00:00:00,194351
2018-02-18 00:00:00,153951
2018-02-21 00:00:00,197610
2018-02-24 00:00:00,147767
2018-02-27 00:00:00,206374
2018-03-02 00:00:00,188528
2018-03-05 00:00:00,194866
2018-03-08 00:00:00,188082
2018-03-11 00:00:00,145142
2018-03-14 00:00:00,182145
2018-03-17 00:00:00,147916
2018-03-20 00:00:00,187021
2018-03-23 00:00:00,172416
2018-03-26 00:00:00,179941
2018-03-29 00:00:00,183921
2018-04-01 00:00:00,129732
2018-04-04 00:00:00,178512
2018-04-07 00:00:00,149177
2018-04-10 00:00:00,179058
2018-04-13 00:00:00,203292
2018-04-16 00:00:00,187602
2018-04-19 00:00:00,203635
2018-04-22 00:00:00,163151
2018-04-25 00:00:00,201513
2018-04-28 00:00:00,175753
2018-05-01 00:00:00,190682
2018-05-04 00:00:00,207828
2018-05-07 00:00:00,195013
2018-05-10 00:00:00,198343
2018-05-13 00:00:00,151389
2018-05-16 00:00:00,198362
2018-05-19 00:00:00,166175
2018-05-22 00:00:00,194837
2018-05-25 00:00:00,187644
2018-05-28 00:00:00,177927
2018-05-31 00:00:00,200522
2018-06-03 00:00:00,156195
2018-06-06 00:00:00,197714
2018-06-09 00:00:00,164773
2018-06-12 00:00:00,204103
2018-06-15 00:00:00,196440
2018-06-18 00:00:00,187789
2018-06-21 00:00:00,188899
2018-06-24 00:00:00,149631
2018-06-27 00:00:00,179472
2018-06-30 00:00:00,172009
2018-07-03 00:00:00,206030
2018-07-06 00:00:00,190932
2018-07-09 00:00:00,196412
2018-07-12 00:00:00,194808
2018-07-15 00:00:00,154160
2018-07-18 00:00:00,226717
2018-07-21 00:00:00,177593
2018-07-24 00:00:00,244147
2018-07-27 00:00:00,217969
2018-07-30 00:00:00,221051
2018-08-02 00:00:00,215280
2018-08-05 00:00:00,165611
2018-08-08 00:00:00,222509
2018-08-11 00:00:00,183843
2018-08-14 00:00:00,234876
2018-08-17 00:00:00,223046
2018-08-20 00:00:00,206181
2018-08-23 00:00:00,208175
2018-08-26 00:00:00,165532
2018-08-29 00:00:00,227847
2018-09-01 00:00:00,202384
2018-09-04 00:00:00,222592
2018-09-07 00:00:00,221423
2018-09-10 00:00:00,213138
2018-09-13 00:00:00,224763
2018-09-16 00:00:00,173407
2018-09-19 00:00:00,241348
2018-09-22 00:00:00,217038
2018-09-25 00:00:00,241825
2018-09-28 00:00:00,243981
2018-10-01 00:00:00,233397
2018-10-04 00:00:00,232942
2018-10-07 00:00:00,213562
2018-10-10 00:00:00,234713
2018-10-13 00:00:00,198020
2018-10-16 00:00:00,247689
2018-10-19 00:00:00,245026
2018-10-22 00:00:00,246563
2018-10-25 00:00:00,245106
2018-10-28 00:00:00,213104
2018-10-31 00:00:00,277689
2018-11-03 00:00:00,243433
2018-11-06 00:00:00,276162
2018-11-09 00:00:00,275144
2018-11-12 00:00:00,291654
2018-11-15 00:00:00,277284
2018-11-18 00:00:00,233918
2018-11-21 00:00:00,242752
2018-11-24 00:00:00,242809
2018-11-27 00:00:00,258224
2018-11-30 00:00:00,239622
2018-12-03 00:00:00,231011
2018-12-06 00:00:00,268991
2018-12-09 00:00:00,230891
2018-12-12 00:00:00,251110
2018-12-15 00:00:00,254952
2018-12-18 00:00:00,255238
2018-12-21 00:00:00,268570
2018-12-24 00:00:00,260286
2018-12-27 00:00:00,289455
2018-12-30 00:00:00,260107
2019-01-02 00:00:00,261327
2019-01-05 00:00:00,256504
2019-01-08 00:00:00,307496
2019-01-11 00:00:00,297061
2019-01-14 00:00:00,315866
2019-01-17 00:00:00,285474
2019-01-20 00:00:00,283169
2019-01-23 00:00:00,280641
2019-01-26 00:00:00,278678
2019-01-29 00:00:00,313669
2019-02-01 00:00:00,327428
2019-02-04 00:00:00,326737
2019-02-07 00:00:00,345680
2019-02-10 00:00:00,292626
2019-02-13 00:00:00,340605
2019-02-16 00:00:00,322955
2019-02-19 00:00:00,334017
2019-02-22 00:00:00,338008
2019-02-25 00:00:00,320612
2019-02-28 00:00:00,352657
2019-03-03 00:00:00,344512
2019-03-06 00:00:00,263453
2019-03-09 00:00:00,227835
2019-03-12 00:00:00,269945
2019-03-15 00:00:00,279965
2019-03-18 00:00:00,273699
2019-03-21 00:00:00,284060
2019-03-24 00:00:00,218554
2019-03-27 00:00:00,367973
2019-03-30 00:00:00,365999
2019-04-02 00:00:00,375007
2019-04-05 00:00:00,369796
2019-04-08 00:00:00,344550
2019-04-11 00:00:00,382393
2019-04-14 00:00:00,325041
2019-04-17 00:00:00,329384
2019-04-20 00:00:00,305262
2019-04-23 00:00:00,291069
2019-04-26 00:00:00,359412
2019-04-29 00:00:00,337831
2019-05-02 00:00:00,437027
2019-05-05 00:00:00,313472
2019-05-08 00:00:00,364493
2019-05-11 00:00:00,327332
2019-05-14 00:00:00,346768
2019-05-17 00:00:00,334006
2019-05-20 00:00:00,345233
2019-05-23 00:00:00,354623
2019-05-26 00:00:00,344851
2019-05-29 00:00:00,368011
2019-06-01 00:00:00,305219
2019-06-04 00:00:00,344001
2019-06-07 00:00:00,328644
2019-06-10 00:00:00,327393
2019-06-13 00:00:00,335458
2019-06-16 00:00:00,273369
2019-06-19 00:00:00,373142
2019-06-22 00:00:00,325468
2019-06-25 00:00:00,331669
2019-06-28 00:00:00,378424
2019-07-01 00:00:00,311174
2019-07-04 00:00:00,349976
2019-07-07 00:00:00,299735
2019-07-10 00:00:00,297907
2019-07-13 00:00:00,287081
2019-07-16 00:00:00,340398
2019-07-19 00:00:00,279482
2019-07-22 00:00:00,304660
2019-07-25 00:00:00,320594
2019-07-28 00:00:00,262722
2019-07-31 00:00:00,345649
2019-08-03 00:00:00,317130
2019-08-06 00:00:00,351534
2019-08-09 00:00:00,327659
2019-08-12 00:00:00,257754
2019-08-15 00:00:00,337594
2019-08-18 00:00:00,262209
2019-08-21 00:00:00,292684
2019-08-24 00:00:00,290987
2019-08-27 00:00:00,309867
2019-08-30 00:00:00,328657
2019-09-02 00:00:00,311144
2019-09-05 00:00:00,336593
2019-09-08 00:00:00,274664
2019-09-11 00:00:00,323091
2019-09-14 00:00:00,288614
2019-09-17 00:00:00,328106
2019-09-20 00:00:00,325352
2019-09-23 00:00:00,273501
2019-09-26 00:00:00,342910
2019-09-29 00:00:00,276034
2019-10-02 00:00:00,316499
2019-10-05 00:00:00,318911
2019-10-08 00:00:00,324822
2019-10-11 00:00:00,334359
2019-10-14 00:00:00,295437
2019-10-17 00:00:00,324282
2019-10-20 00:00:00,281287
2019-10-23 00:00:00,339371
2019-10-26 00:00:00,295261
2019-10-29 00:00:00,297058
2019-11-01 00:00:00,307202
2019-11-04 00:00:00,301286
2019-11-07 00:00:00,314275
2019-11-10 00:00:00,291649
2019-11-13 00:00:00,309535
2019-11-16 00:00:00,274758
2019-11-19 00:00:00,316906
2019-11-22 00:00:00,300504
2019-11-25 00:00:00,270393
2019-11-28 00:00:00,300591
2019-12-01 00:00:00,268074
2019-12-04 00:00:00,329014
2019-12-07 00:00:00,277958
2019-12-10 00:00:00,312164
2019-12-13 00:00:00,315436
2019-12-16 00:00:00,318330
2019-12-19 00:00:00,311216
2019-12-22 00:00:00,274756
2019-12-25 00:00:00,237004
2019-12-28 00:00:00,291149
2019-12-31 00:00:00,285595
2020-01-03 00:00:00,308389
2020-01-06 00:00:00,291456
2020-01-09 00:00:00,314334
2020-01-12 00:00:00,276804
2020-01-15 00:00:00,323387
2020-01-18 00:00:00,281541
2020-01-21 00:00:00,308741
2020-01-24 00:00:00,309921
2020-01-27 00:00:00,276009
2020-01-30 00:00:00,328495
2020-02-02 00:00:00,287517
2020-02-05 00:00:00,363772
2020-02-08 00:00:00,313558
2020-02-11 00:00:00,359449
2020-02-14 00:00:00,320995
2020-02-17 00:00:00,336202
2020-02-20 00:00:00,312257
2020-02-23 00:00:00,281338
2020-02-26 00:00:00,324397
2020-02-29 00:00:00,302722
2020-03-03 00:00:00,336856
2020-03-06 00:00:00,332658
2020-03-09 00:00:00,341993
2020-03-12 00:00:00,342871
2020-03-15 00:00:00,218209
2020-03-18 00:00:00,226130
2020-03-21 00:00:00,241262
2020-03-24 00:00:00,272858
2020-03-27 00:00:00,271476
2020-03-30 00:00:00,271674
2020-04-02 00:00:00,293336
2020-04-05 00:00:00,235466
2020-04-08 00:00:00,281017
2020-04-11 00:00:00,244111
2020-04-14 00:00:00,293959
2020-04-17 00:00:00,279707
2020-04-20 00:00:00,305774
2020-04-23 00:00:00,324658
2020-04-26 00:00:00,249019
2020-04-29 00:00:00,326263
2020-05-02 00:00:00,282669
2020-05-05 00:00:00,323943
2020-05-08 00:00:00,317934
2020-05-11 00:00:00,300625
2020-05-14 00:00:00,264283
2020-05-17 00:00:00,231918
2020-05-20 00:00:00,275788
2020-05-23 00:00:00,265375
2020-05-26 00:00:00,291137
2020-05-29 00:00:00,276012
2020-06-01 00:00:00,302609
2020-06-04 00:00:00,313108
2020-06-07 00:00:00,248115
2020-06-10 00:00:00,319466
2020-06-13 00:00:00,275627
2020-06-16 00:00:00,335243
2020-06-19 00:00:00,339012
2020-06-22 00:00:00,295556
2020-06-25 00:00:00,308245
2020-06-28 00:00:00,260783
2020-07-01 00:00:00,377632
2020-07-04 00:00:00,284844
2020-07-07 00:00:00,341699
2020-07-10 00:00:00,341593
2020-07-13 00:00:00,306196
2020-07-16 00:00:00,341615
2020-07-19 00:00:00,273618
2020-07-22 00:00:00,360358
2020-07-25 00:00:00,289949
2020-07-28 00:00:00,350124
2020-07-31 00:00:00,353027
2020-08-03 00:00:00,329505
2020-08-06 00:00:00,352118
2020-08-09 00:00:00,264386
2020-08-12 00:00:00,341750
2020-08-15 00:00:00,309822
2020-08-18 00:00:00,341325
2020-08-21 00:00:00,310171
2020-08-24 00:00:00,325028
2020-08-27 00:00:00,324513
2020-08-30 00:00:00,265680
2020-09-02 00:00:00,312045
2020-09-05 00:00:00,321132
2020-09-08 00:00:00,328306
2020-09-11 00:00:00,304149
2020-09-14 00:00:00,349764
2020-09-17 00:00:00,344820
2020-09-20 00:00:00,255602
2020-09-23 00:00:00,345970
2020-09-26 00:00:00,273219
