Timestamp,n-transactions-per-block
2014-03-19 00:00:00,461.275
2014-03-22 00:00:00,392.194117647059
2014-03-25 00:00:00,457.853503184713
2014-03-28 00:00:00,385.511494252874
2014-03-31 00:00:00,361.591160220994
2014-04-03 00:00:00,327.19512195122
2014-04-06 00:00:00,331.192052980132
2014-04-09 00:00:00,404.67701863354
2014-04-12 00:00:00,296.521739130435
2014-04-15 00:00:00,400.049450549451
2014-04-18 00:00:00,356.225
2014-04-21 00:00:00,339.824561403509
2014-04-24 00:00:00,481.417218543046
2014-04-27 00:00:00,297.338983050847
2014-04-30 00:00:00,461.282608695652
2014-05-03 00:00:00,381.387323943662
2014-05-06 00:00:00,398.082474226804
2014-05-09 00:00:00,389.958823529412
2014-05-12 00:00:00,453.768292682927
2014-05-15 00:00:00,437.970760233918
2014-05-18 00:00:00,290.186046511628
2014-05-21 00:00:00,393.742857142857
2014-05-24 00:00:00,343.324675324675
2014-05-27 00:00:00,503.852941176471
2014-05-30 00:00:00,389.982035928144
2014-06-02 00:00:00,333.854922279793
2014-06-05 00:00:00,440.427631578947
2014-06-08 00:00:00,355.205882352941
2014-06-11 00:00:00,430.321917808219
2014-06-14 00:00:00,301.101123595506
2014-06-17 00:00:00,380.853260869565
2014-06-20 00:00:00,308.5
2014-06-23 00:00:00,342.136363636364
2014-06-26 00:00:00,359.251461988304
2014-06-29 00:00:00,315.962025316456
2014-07-02 00:00:00,487.065693430657
2014-07-05 00:00:00,328.644736842105
2014-07-08 00:00:00,467.446666666667
2014-07-11 00:00:00,378.698717948718
2014-07-14 00:00:00,464.896296296296
2014-07-17 00:00:00,385.075581395349
2014-07-20 00:00:00,335.490322580645
2014-07-23 00:00:00,458.102739726027
2014-07-26 00:00:00,420.39552238806
2014-07-29 00:00:00,413.469798657718
2014-08-01 00:00:00,432.579617834395
2014-08-04 00:00:00,530.0546875
2014-08-07 00:00:00,436.95625
2014-08-10 00:00:00,327.19209039548
2014-08-13 00:00:00,522.331034482759
2014-08-16 00:00:00,430.215189873418
2014-08-19 00:00:00,401.827956989247
2014-08-22 00:00:00,426.738853503185
2014-08-25 00:00:00,510.175182481752
2014-08-28 00:00:00,396.693641618497
2014-08-31 00:00:00,307.207446808511
2014-09-03 00:00:00,425.254437869822
2014-09-06 00:00:00,354.016759776536
2014-09-09 00:00:00,560.356164383562
2014-09-12 00:00:00,444.051948051948
2014-09-15 00:00:00,497.886075949367
2014-09-18 00:00:00,432.201117318436
2014-09-21 00:00:00,364.634146341463
2014-09-24 00:00:00,480.602564102564
2014-09-27 00:00:00,473.481203007519
2014-09-30 00:00:00,509.843137254902
2014-10-03 00:00:00,511.027210884354
2014-10-06 00:00:00,484.776397515528
2014-10-09 00:00:00,559.385135135135
2014-10-12 00:00:00,429.114864864865
2014-10-15 00:00:00,505.013245033113
2014-10-18 00:00:00,405.34756097561
2014-10-21 00:00:00,533.666666666667
2014-10-24 00:00:00,489.974842767296
