Timestamp,n-unique-addresses
2016-04-30 00:00:00,370399
2016-05-03 00:00:00,374877
2016-05-06 00:00:00,374471
2016-05-09 00:00:00,405890
2016-05-12 00:00:00,373340
2016-05-15 00:00:00,350006
2016-05-18 00:00:00,413891
2016-05-21 00:00:00,358023
2016-05-24 00:00:00,407284
2016-05-27 00:00:00,407025
2016-05-30 00:00:00,415243
2016-06-02 00:00:00,388996
2016-06-05 00:00:00,370336
2016-06-08 00:00:00,393284
2016-06-11 00:00:00,375798
2016-06-14 00:00:00,407360
2016-06-17 00:00:00,456749
2016-06-20 00:00:00,465872
2016-06-23 00:00:00,442288
2016-06-26 00:00:00,387274
2016-06-29 00:00:00,370956
2016-07-02 00:00:00,348963
2016-07-05 00:00:00,384212
2016-07-08 00:00:00,363255
2016-07-11 00:00:00,392909
2016-07-14 00:00:00,369011
2016-07-17 00:00:00,327405
2016-07-20 00:00:00,378263
2016-07-23 00:00:00,338444
2016-07-26 00:00:00,407264
2016-07-29 00:00:00,358526
2016-08-01 00:00:00,401276
2016-08-04 00:00:00,384713
2016-08-07 00:00:00,344197
2016-08-10 00:00:00,409835
2016-08-13 00:00:00,361767
2016-08-16 00:00:00,423764
2016-08-19 00:00:00,402063
2016-08-22 00:00:00,408558
2016-08-25 00:00:00,393474
2016-08-28 00:00:00,331778
2016-08-31 00:00:00,390847
2016-09-03 00:00:00,361959
2016-09-06 00:00:00,413110
2016-09-09 00:00:00,380834
2016-09-12 00:00:00,393992
2016-09-15 00:00:00,398012
2016-09-18 00:00:00,366454
2016-09-21 00:00:00,408745
2016-09-24 00:00:00,368915
2016-09-27 00:00:00,429499
2016-09-30 00:00:00,446430
2016-10-03 00:00:00,494066
2016-10-06 00:00:00,499902
2016-10-09 00:00:00,410025
2016-10-12 00:00:00,413349
2016-10-15 00:00:00,390688
2016-10-18 00:00:00,450933
2016-10-21 00:00:00,458618
2016-10-24 00:00:00,406335
2016-10-27 00:00:00,544308
2016-10-30 00:00:00,359909
2016-11-02 00:00:00,455987
2016-11-05 00:00:00,438573
2016-11-08 00:00:00,515899
2016-11-11 00:00:00,438416
2016-11-14 00:00:00,489541
2016-11-17 00:00:00,483350
2016-11-20 00:00:00,452258
2016-11-23 00:00:00,478502
2016-11-26 00:00:00,501367
2016-11-29 00:00:00,498908
2016-12-02 00:00:00,579169
2016-12-05 00:00:00,517986
2016-12-08 00:00:00,493590
2016-12-11 00:00:00,440785
2016-12-14 00:00:00,495462
2016-12-17 00:00:00,458681
2016-12-20 00:00:00,508909
2016-12-23 00:00:00,522517
2016-12-26 00:00:00,448558
2016-12-29 00:00:00,512157
2017-01-01 00:00:00,355325
2017-01-04 00:00:00,545609
2017-01-07 00:00:00,503341
2017-01-10 00:00:00,541168
2017-01-13 00:00:00,466561
2017-01-16 00:00:00,473647
2017-01-19 00:00:00,516339
2017-01-22 00:00:00,428798
2017-01-25 00:00:00,514639
2017-01-28 00:00:00,461292
2017-01-31 00:00:00,523037
2017-02-03 00:00:00,560375
2017-02-06 00:00:00,440410
2017-02-09 00:00:00,575008
2017-02-12 00:00:00,422085
2017-02-15 00:00:00,495897
2017-02-18 00:00:00,510386
2017-02-21 00:00:00,487721
2017-02-24 00:00:00,590852
2017-02-27 00:00:00,501497
2017-03-02 00:00:00,565742
2017-03-05 00:00:00,524843
2017-03-08 00:00:00,526233
2017-03-11 00:00:00,518976
2017-03-14 00:00:00,561535
2017-03-17 00:00:00,532934
2017-03-20 00:00:00,512638
2017-03-23 00:00:00,537475
2017-03-26 00:00:00,462863
2017-03-29 00:00:00,534780
2017-04-01 00:00:00,502791
2017-04-04 00:00:00,496731
2017-04-07 00:00:00,542132
2017-04-10 00:00:00,548201
2017-04-13 00:00:00,449522
2017-04-16 00:00:00,429264
2017-04-19 00:00:00,566249
2017-04-22 00:00:00,530090
2017-04-25 00:00:00,580199
2017-04-28 00:00:00,582827
2017-05-01 00:00:00,542848
2017-05-04 00:00:00,676231
2017-05-07 00:00:00,581370
2017-05-10 00:00:00,592447
2017-05-13 00:00:00,623294
2017-05-16 00:00:00,453277
2017-05-19 00:00:00,633618
2017-05-22 00:00:00,604611
2017-05-25 00:00:00,659056
2017-05-28 00:00:00,592663
2017-05-31 00:00:00,614127
2017-06-03 00:00:00,601584
2017-06-06 00:00:00,617594
2017-06-09 00:00:00,571965
2017-06-12 00:00:00,538625
2017-06-15 00:00:00,573732
2017-06-18 00:00:00,433247
2017-06-21 00:00:00,585195
2017-06-24 00:00:00,469728
2017-06-27 00:00:00,556139
2017-06-30 00:00:00,533428
2017-07-03 00:00:00,497459
2017-07-06 00:00:00,459295
2017-07-09 00:00:00,390403
2017-07-12 00:00:00,513003
2017-07-15 00:00:00,446600
2017-07-18 00:00:00,561056
2017-07-21 00:00:00,542765
2017-07-24 00:00:00,469353
2017-07-27 00:00:00,443426
2017-07-30 00:00:00,386559
2017-08-02 00:00:00,403176
2017-08-05 00:00:00,463850
2017-08-08 00:00:00,587788
2017-08-11 00:00:00,580988
2017-08-14 00:00:00,542910
2017-08-17 00:00:00,631516
2017-08-20 00:00:00,444726
2017-08-23 00:00:00,628517
2017-08-26 00:00:00,472785
2017-08-29 00:00:00,593018
2017-09-01 00:00:00,591521
2017-09-04 00:00:00,561329
2017-09-07 00:00:00,526960
2017-09-10 00:00:00,412030
2017-09-13 00:00:00,543778
2017-09-16 00:00:00,486763
2017-09-19 00:00:00,578179
2017-09-22 00:00:00,515184
2017-09-25 00:00:00,505249
2017-09-28 00:00:00,561793
2017-10-01 00:00:00,416590
2017-10-04 00:00:00,496068
2017-10-07 00:00:00,505785
2017-10-10 00:00:00,613364
2017-10-13 00:00:00,660222
2017-10-16 00:00:00,643476
2017-10-19 00:00:00,692419
2017-10-22 00:00:00,573815
2017-10-25 00:00:00,636265
2017-10-28 00:00:00,440634
2017-10-31 00:00:00,611388
2017-11-03 00:00:00,670963
2017-11-06 00:00:00,608698
2017-11-09 00:00:00,727946
2017-11-12 00:00:00,463412
2017-11-15 00:00:00,709294
2017-11-18 00:00:00,614840
2017-11-21 00:00:00,753814
2017-11-24 00:00:00,698359
2017-11-27 00:00:00,829651
2017-11-30 00:00:00,851420
2017-12-03 00:00:00,762993
2017-12-06 00:00:00,978252
2017-12-09 00:00:00,877575
2017-12-12 00:00:00,867772
2017-12-15 00:00:00,942514
2017-12-18 00:00:00,922524
2017-12-21 00:00:00,840740
2017-12-24 00:00:00,652210
2017-12-27 00:00:00,749192
2017-12-30 00:00:00,815100
2018-01-02 00:00:00,850802
2018-01-05 00:00:00,888403
2018-01-08 00:00:00,895997
2018-01-11 00:00:00,822011
2018-01-14 00:00:00,592042
2018-01-17 00:00:00,768382
2018-01-20 00:00:00,559712
2018-01-23 00:00:00,547569
2018-01-26 00:00:00,514622
2018-01-29 00:00:00,532631
2018-02-01 00:00:00,591551
2018-02-04 00:00:00,396695
2018-02-07 00:00:00,489403
2018-02-10 00:00:00,421548
2018-02-13 00:00:00,414750
2018-02-16 00:00:00,422416
2018-02-19 00:00:00,436342
2018-02-22 00:00:00,499534
2018-02-25 00:00:00,355806
2018-02-28 00:00:00,469401
2018-03-03 00:00:00,416967
2018-03-06 00:00:00,453774
2018-03-09 00:00:00,487167
2018-03-12 00:00:00,426765
2018-03-15 00:00:00,459150
2018-03-18 00:00:00,382258
2018-03-21 00:00:00,424456
2018-03-24 00:00:00,360667
2018-03-27 00:00:00,414091
2018-03-30 00:00:00,449630
2018-04-02 00:00:00,377674
2018-04-05 00:00:00,398398
2018-04-08 00:00:00,311300
2018-04-11 00:00:00,399073
2018-04-14 00:00:00,363643
2018-04-17 00:00:00,451453
2018-04-20 00:00:00,509923
2018-04-23 00:00:00,488406
2018-04-26 00:00:00,482589
2018-04-29 00:00:00,415427
2018-05-02 00:00:00,468951
2018-05-05 00:00:00,450118
2018-05-08 00:00:00,480690
2018-05-11 00:00:00,510499
2018-05-14 00:00:00,469798
2018-05-17 00:00:00,420625
2018-05-20 00:00:00,369971
2018-05-23 00:00:00,481669
2018-05-26 00:00:00,356716
2018-05-29 00:00:00,442314
2018-06-01 00:00:00,551183
2018-06-04 00:00:00,449728
2018-06-07 00:00:00,433804
2018-06-10 00:00:00,392109
2018-06-13 00:00:00,458587
2018-06-16 00:00:00,343365
2018-06-19 00:00:00,413610
2018-06-22 00:00:00,469523
2018-06-25 00:00:00,415603
2018-06-28 00:00:00,396406
2018-07-01 00:00:00,341862
2018-07-04 00:00:00,435402
2018-07-07 00:00:00,357621
2018-07-10 00:00:00,445234
2018-07-13 00:00:00,473175
2018-07-16 00:00:00,431583
2018-07-19 00:00:00,465957
2018-07-22 00:00:00,366446
2018-07-25 00:00:00,525952
2018-07-28 00:00:00,395734
2018-07-31 00:00:00,500312
2018-08-03 00:00:00,537623
2018-08-06 00:00:00,452410
2018-08-09 00:00:00,467197
2018-08-12 00:00:00,361544
2018-08-15 00:00:00,539383
2018-08-18 00:00:00,399289
2018-08-21 00:00:00,449916
2018-08-24 00:00:00,487991
2018-08-27 00:00:00,464084
2018-08-30 00:00:00,463657
2018-09-02 00:00:00,387889
2018-09-05 00:00:00,497298
2018-09-08 00:00:00,414919
2018-09-11 00:00:00,474061
2018-09-14 00:00:00,471373
2018-09-17 00:00:00,481968
2018-09-20 00:00:00,493141
2018-09-23 00:00:00,401264
2018-09-26 00:00:00,474080
2018-09-29 00:00:00,429819
2018-10-02 00:00:00,484847
2018-10-05 00:00:00,533087
2018-10-08 00:00:00,477298
2018-10-11 00:00:00,499968
2018-10-14 00:00:00,378043
2018-10-17 00:00:00,490531
2018-10-20 00:00:00,428970
2018-10-23 00:00:00,487826
2018-10-26 00:00:00,503384
2018-10-29 00:00:00,495174
2018-11-01 00:00:00,505058
2018-11-04 00:00:00,418053
2018-11-07 00:00:00,522948
2018-11-10 00:00:00,448643
2018-11-13 00:00:00,491741
2018-11-16 00:00:00,533315
2018-11-19 00:00:00,470247
2018-11-22 00:00:00,467175
2018-11-25 00:00:00,410530
2018-11-28 00:00:00,454764
2018-12-01 00:00:00,420225
2018-12-04 00:00:00,492965
2018-12-07 00:00:00,495221
2018-12-10 00:00:00,443067
2018-12-13 00:00:00,439018
2018-12-16 00:00:00,364388
2018-12-19 00:00:00,495568
2018-12-22 00:00:00,386813
2018-12-25 00:00:00,353052
2018-12-28 00:00:00,485694
2018-12-31 00:00:00,391031
2019-01-03 00:00:00,450626
2019-01-06 00:00:00,389294
2019-01-09 00:00:00,463346
2019-01-12 00:00:00,396628
2019-01-15 00:00:00,466212
2019-01-18 00:00:00,484530
2019-01-21 00:00:00,449404
2019-01-24 00:00:00,470446
2019-01-27 00:00:00,383276
2019-01-30 00:00:00,462721
2019-02-02 00:00:00,418174
2019-02-05 00:00:00,503603
2019-02-08 00:00:00,516886
2019-02-11 00:00:00,463119
2019-02-14 00:00:00,473265
2019-02-17 00:00:00,393160
2019-02-20 00:00:00,521878
2019-02-23 00:00:00,441275
2019-02-26 00:00:00,532149
2019-03-01 00:00:00,552623
2019-03-04 00:00:00,506186
2019-03-07 00:00:00,524085
2019-03-10 00:00:00,392557
2019-03-13 00:00:00,515962
2019-03-16 00:00:00,468300
2019-03-19 00:00:00,551374
2019-03-22 00:00:00,550986
2019-03-25 00:00:00,530401
2019-03-28 00:00:00,578059
2019-03-31 00:00:00,459478
2019-04-03 00:00:00,626468
2019-04-06 00:00:00,478034
2019-04-09 00:00:00,572096
2019-04-12 00:00:00,578099
2019-04-15 00:00:00,576183
2019-04-18 00:00:00,563075
2019-04-21 00:00:00,426630
2019-04-24 00:00:00,645489
2019-04-27 00:00:00,460846
2019-04-30 00:00:00,604307
2019-05-03 00:00:00,615404
2019-05-06 00:00:00,573048
2019-05-09 00:00:00,619054
2019-05-12 00:00:00,551654
2019-05-15 00:00:00,675925
2019-05-18 00:00:00,588499
2019-05-21 00:00:00,657474
2019-05-24 00:00:00,644200
2019-05-27 00:00:00,644814
2019-05-30 00:00:00,642352
2019-06-02 00:00:00,489569
2019-06-05 00:00:00,631420
2019-06-08 00:00:00,471819
2019-06-11 00:00:00,623398
2019-06-14 00:00:00,731367
2019-06-17 00:00:00,628484
2019-06-20 00:00:00,635532
2019-06-23 00:00:00,596158
2019-06-26 00:00:00,768792
2019-06-29 00:00:00,573175
2019-07-02 00:00:00,671396
2019-07-05 00:00:00,617685
2019-07-08 00:00:00,622449
2019-07-11 00:00:00,598394
2019-07-14 00:00:00,437636
2019-07-17 00:00:00,569185
2019-07-20 00:00:00,488968
2019-07-23 00:00:00,531460
2019-07-26 00:00:00,563023
2019-07-29 00:00:00,521007
2019-08-01 00:00:00,558918
2019-08-04 00:00:00,421536
2019-08-07 00:00:00,545941
2019-08-10 00:00:00,453016
2019-08-13 00:00:00,566410
2019-08-16 00:00:00,533245
2019-08-19 00:00:00,517545
2019-08-22 00:00:00,609067
2019-08-25 00:00:00,393555
2019-08-28 00:00:00,526015
2019-08-31 00:00:00,464447
2019-09-03 00:00:00,595785
2019-09-06 00:00:00,601748
2019-09-09 00:00:00,536567
2019-09-12 00:00:00,564060
2019-09-15 00:00:00,422886
2019-09-18 00:00:00,578686
2019-09-21 00:00:00,493311
2019-09-24 00:00:00,596954
2019-09-27 00:00:00,532292
2019-09-30 00:00:00,540376
2019-10-03 00:00:00,525476
2019-10-06 00:00:00,435006
2019-10-09 00:00:00,524494
2019-10-12 00:00:00,452069
2019-10-15 00:00:00,533673
2019-10-18 00:00:00,518606
2019-10-21 00:00:00,545843
2019-10-24 00:00:00,515253
2019-10-27 00:00:00,438755
2019-10-30 00:00:00,536888
2019-11-02 00:00:00,472031
2019-11-05 00:00:00,576664
2019-11-08 00:00:00,541512
2019-11-11 00:00:00,511673
2019-11-14 00:00:00,535548
2019-11-17 00:00:00,430853
2019-11-20 00:00:00,525739
2019-11-23 00:00:00,514757
2019-11-26 00:00:00,576620
2019-11-29 00:00:00,543960
2019-12-02 00:00:00,552276
2019-12-05 00:00:00,535061
2019-12-08 00:00:00,434939
2019-12-11 00:00:00,521113
2019-12-14 00:00:00,475246
2019-12-17 00:00:00,557300
2019-12-21 00:00:00,479841
2019-12-24 00:00:00,493086
2019-12-27 00:00:00,539658
2019-12-30 00:00:00,544505
2020-01-02 00:00:00,475461
2020-01-05 00:00:00,459065
2020-01-08 00:00:00,558689
2020-01-11 00:00:00,509544
2020-01-14 00:00:00,616194
2020-01-17 00:00:00,562153
2020-01-20 00:00:00,532773
2020-01-23 00:00:00,535923
2020-01-26 00:00:00,429535
2020-01-29 00:00:00,573372
2020-02-01 00:00:00,523782
2020-02-04 00:00:00,555771
2020-02-07 00:00:00,599280
2020-02-10 00:00:00,526825
2020-02-13 00:00:00,608036
2020-02-16 00:00:00,474183
2020-02-19 00:00:00,580124
2020-02-22 00:00:00,525819
2020-02-25 00:00:00,566484
2020-02-28 00:00:00,611266
2020-03-02 00:00:00,608032
2020-03-05 00:00:00,603996
2020-03-08 00:00:00,501571
2020-03-11 00:00:00,528053
2020-03-15 00:00:00,413935
2020-03-18 00:00:00,476482
2020-03-21 00:00:00,469859
2020-03-24 00:00:00,528586
2020-03-27 00:00:00,529197
2020-03-30 00:00:00,535787
2020-04-02 00:00:00,569905
2020-04-05 00:00:00,452282
2020-04-08 00:00:00,554336
2020-04-11 00:00:00,474445
2020-04-14 00:00:00,583665
2020-04-17 00:00:00,579437
2020-04-20 00:00:00,619559
2020-04-23 00:00:00,666919
2020-04-26 00:00:00,499998
2020-04-29 00:00:00,679872
2020-05-02 00:00:00,578296
2020-05-05 00:00:00,652289
2020-05-08 00:00:00,670883
2020-05-11 00:00:00,645065
2020-05-14 00:00:00,593862
2020-05-17 00:00:00,495954
2020-05-20 00:00:00,604523
2020-05-24 00:00:00,458476
2020-05-27 00:00:00,603823
2020-05-30 00:00:00,556912
2020-06-02 00:00:00,638403
2020-06-05 00:00:00,643217
2020-06-08 00:00:00,625333
2020-06-11 00:00:00,673800
2020-06-14 00:00:00,502951
2020-06-17 00:00:00,669086
2020-06-20 00:00:00,553650
2020-06-23 00:00:00,704215
2020-06-26 00:00:00,646111
2020-06-29 00:00:00,625207
2020-07-02 00:00:00,674745
2020-07-05 00:00:00,509206
2020-07-08 00:00:00,702636
2020-07-11 00:00:00,601249
2020-07-14 00:00:00,734433
2020-07-17 00:00:00,629600
2020-07-20 00:00:00,644972
2020-07-23 00:00:00,696765
2020-07-26 00:00:00,608050
2020-07-29 00:00:00,717842
2020-08-01 00:00:00,644333
2020-08-04 00:00:00,708169
2020-08-07 00:00:00,707225
2020-08-10 00:00:00,683507
2020-08-13 00:00:00,690043
2020-08-16 00:00:00,571198
2020-08-19 00:00:00,710405
2020-08-22 00:00:00,649053
2020-08-25 00:00:00,678008
2020-08-28 00:00:00,720277
2020-08-31 00:00:00,662241
2020-09-03 00:00:00,691592
2020-09-06 00:00:00,557370
2020-09-09 00:00:00,681429
2020-09-12 00:00:00,604531
2020-09-15 00:00:00,718787
2020-09-18 00:00:00,687638
2020-09-21 00:00:00,644695
2020-09-24 00:00:00,684217
2020-09-27 00:00:00,538619
